,0,1,2,3,4,5,6
hands,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fingers,5.0,5.0,5.0,5.0,5.0,5.0,5.0
L.hand.palm_position_x,23.688708496,0.0,0.0,0.0,0.0,0.0,0.0
L.hand.palm_position_y,24.6299926758,0.0,0.0,0.0,0.0,0.0,0.0
L.hand.palm_position_z,-17.35592193604,0.0,0.0,0.0,0.0,0.0,0.0
L.pitch,7.832613778760001,0.0,0.0,0.0,0.0,0.0,0.0
L.roll,-7.274942486880001,0.0,0.0,0.0,0.0,0.0,0.0
L.yaw,0.4249689963440001,0.0,0.0,0.0,0.0,0.0,0.0
L.Arm direction_x,-0.05515869259839999,0.0,0.0,0.0,0.0,0.0,0.0
L.Arm direction_y,0.08435707092280001,0.0,0.0,0.0,0.0,0.0,0.0
L.Arm direction_z,-0.17274664640419998,0.0,0.0,0.0,0.0,0.0,0.0
L.wrist position_x,23.117710876400004,0.0,0.0,0.0,0.0,0.0,0.0
L.wrist position_y,17.85500183106,0.0,0.0,0.0,0.0,0.0,0.0
L.wrist position_z,-6.36488265992,0.0,0.0,0.0,0.0,0.0,0.0
L.elbow position_x,35.8029571534,0.0,0.0,0.0,0.0,0.0,0.0
L.elbow position_y,-1.545209121704,0.0,0.0,0.0,0.0,0.0,0.0
L.elbow position_z,33.362927246,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_s_x,25.9634613038,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_s_y,16.30807647706,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_s_z,-11.42830810546,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_e_x,25.9634613038,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_e_y,16.30807647706,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_e_z,-11.42830810546,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_s_x,25.9634613038,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_s_y,16.30807647706,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_s_z,-11.42830810546,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_e_x,26.5924743652,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_e_y,17.69650878906,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_e_z,-19.79422149658,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_x,-0.0147939696908,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_y,-0.0326550066472,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_z,0.196760737896,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_x,26.5924743652,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_y,17.69650878906,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_z,-19.79422149658,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_x,24.4568588256,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_y,19.10472869874,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_z,-24.8001922608,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_d_x,0.0759773671628,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_d_y,-0.050099301338199995,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_d_z,0.17809407711019998,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_s_x,24.4568588256,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_s_y,19.10472869874,0.0,0.0,0.0,0.0,0.0,0.0
