,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
L.Index_P_e_y,0.0,0.0,0.0,68.0922729492,356.68048706039997,381.2135620118,404.5943847654,378.2619628906,365.7205322264,363.02048950219995,351.7517578126,340.59308471700007,335.2905822754,327.5657409668,311.27284545919997,293.67117919939994,278.7643188478,221.6961669922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_e_z,0.0,0.0,0.0,8.05447158814,36.13734512328,14.366350126282,18.62401046754,11.96393966674,21.04953422548,31.047105407740002,44.87825851438,51.66920776368001,53.28957595826,57.333229064959994,58.861441040040006,54.35545501708,42.67329254152,34.470269775380004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_d_x,0.0,0.0,0.0,0.1844035863876,0.7166844964028,0.8636579751969998,0.38452472090719997,0.24288842082020007,0.38900063037879995,0.31642745137219996,0.3245325624944,0.38682445287699996,0.2995445311068,0.24203742742540002,0.23929183483139999,0.2112623125316,0.19648194611059996,0.1407017320396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_d_y,0.0,0.0,0.0,-0.07647693753240001,-0.6141660749911999,-0.34005934260794,-0.6948852539062,-0.7013657689096,-0.6585840702056001,-0.6974921703338001,-0.6542677402496,-0.584307217598,-0.6457579135894,-0.6795040607454,-0.7011569023132,-0.7394908070566,-0.760172903538,-0.5945129990578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_d_z,0.0,0.0,0.0,-0.012107770890000001,-0.14715527594096,0.022726950049399997,-0.5593193709852,-0.664391219616,-0.6410605549814001,-0.6421276211738001,-0.6812425971028,-0.7130800008774,-0.7013232350348001,-0.6925470471382,-0.6715165138244,-0.6389784216882,-0.6191354751588001,-0.5162175416946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_s_x,0.0,0.0,0.0,18.62617645264,67.08611679078,30.80454559328,1.037172818178,-33.70315628052,-56.3548652649,-53.853684997580004,-44.14430618285999,-32.935025024439994,-24.53160629272,-17.25300254822,-13.44524536134,-4.498962545394,-1.3765780031675998,-0.19073126167022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_s_y,0.0,0.0,0.0,68.0922729492,356.68048706039997,381.2135620118,404.5943847654,378.2619628906,365.7205322264,363.02048950219995,351.7517578126,340.59308471700007,335.2905822754,327.5657409668,311.27284545919997,293.67117919939994,278.7643188478,221.6961669922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_s_z,0.0,0.0,0.0,8.05447158814,36.13734512328,14.366350126282,18.62401046754,11.96393966674,21.04953422548,31.047105407740002,44.87825851438,51.66920776368001,53.28957595826,57.333229064959994,58.861441040040006,54.35545501708,42.67329254152,34.470269775380004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_e_x,0.0,0.0,0.0,14.696525573739999,63.953198242179994,34.3392261505,1.571376907838001,-32.2926563263,-50.64762878418,-55.830454254180005,-45.906878662100006,-36.81343460084,-26.92483177184,-17.8014793396,-12.90690841672,-3.3725543737400003,0.4922839879975999,1.902008271216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_e_y,0.0,0.0,0.0,69.7219970704,365.28154907239997,394.6827392578,420.28056030259995,393.6851745606,384.2095153808,381.0730773926,370.1997314456,358.33202514640004,353.6641967774,346.45541992179994,330.53926391600004,313.731085205,298.63031005859995,237.5572875976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_e_z,0.0,0.0,0.0,8.3124885559,53.61585845948,24.685891532899998,32.774267578119996,26.59788475036,30.13244857788,42.484570312479995,55.705915069599996,63.16059112549999,64.15246887206,67.56385192871998,68.34839324949999,61.98369522096,50.6222114563,40.766042327879994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_d_x,0.0,0.0,0.0,0.1844036579132,0.14576923623686,-0.1644624501468,-0.024855571240099995,-0.06562809366722,-0.26554763913159996,0.091975644626637,0.08200942650425999,0.1804556220772,0.11135261058806001,0.025519668962822,-0.025047868164262,-0.05240977779032,-0.08695489317186,-0.09737152755259999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_d_y,0.0,0.0,0.0,-0.0764767885208,-0.40019230246519993,-0.6266971200706,-0.7298502087591999,-0.717615056038,-0.8602596998216001,-0.8399556279184001,-0.8583519458771999,-0.8253619313242002,-0.8548922657968001,-0.8789037585262001,-0.8964325070382,-0.9333519101141998,-0.924329841137,-0.737990307808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_d_z,0.0,0.0,0.0,-0.012107760459180002,-0.8132446289063999,-0.48015016317360004,-0.6583866178988,-0.6808918595316,-0.4226119518278,-0.5321654200556,-0.5037919342518,-0.534674012661,-0.5054314672948,-0.4760130107404,-0.4414111733436,-0.35492851734180003,-0.3698493003846,-0.2929313182832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_s_x,0.0,0.0,0.0,14.696525573739999,63.953198242179994,34.3392261505,1.571376907838001,-32.2926563263,-50.64762878418,-55.830454254180005,-45.906878662100006,-36.81343460084,-26.92483177184,-17.8014793396,-12.90690841672,-3.3725543737400003,0.4922839879975999,1.902008271216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_s_y,0.0,0.0,0.0,69.7219970704,365.28154907239997,394.6827392578,420.28056030259995,393.6851745606,384.2095153808,381.0730773926,370.1997314456,358.33202514640004,353.6641967774,346.45541992179994,330.53926391600004,313.731085205,298.63031005859995,237.5572875976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_s_z,0.0,0.0,0.0,8.3124885559,53.61585845948,24.685891532899998,32.774267578119996,26.59788475036,30.13244857788,42.484570312479995,55.705915069599996,63.16059112549999,64.15246887206,67.56385192871998,68.34839324949999,61.98369522096,50.6222114563,40.766042327879994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_e_x,0.0,0.0,0.0,11.91873016358,70.69450378418,45.5837310791,3.2814702510740004,-31.2956012726,-46.61328964234,-53.6922531128,-43.76032485961999,-36.556002044660005,-26.058412551880004,-15.028270149219997,-8.92050714492,0.6260895133009999,5.466744852065999,6.385788059234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_e_y,0.0,0.0,0.0,70.87402343760002,364.45097045880004,398.766784668,430.75109863299997,404.587561035,397.27901001,394.8571411134,384.541571045,372.69758300800004,368.14024047860005,361.03380737320003,344.95892944340005,328.34741821299997,312.9087890626,248.79732055660003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_e_z,0.0,0.0,0.0,8.49487609864,64.06423492432,28.360539627079998,42.82430496216,36.94234542848001,36.55298843382,48.176160430900005,60.148591613760004,68.07782135010001,68.6225097656,70.79285430908001,70.9316207886,63.04685058594,52.02943420408,41.34822311402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_d_x,0.0,0.0,0.0,0.18440351486200002,-0.44372520297760004,-0.7401344656944,-0.11256162524218001,-0.06562798544764001,-0.265547978878,-0.14074040043643082,-0.14129020422709998,-0.016944680036972,-0.05702935466913082,-0.1825378745794,-0.26239251494399995,-0.2631983369588,-0.3274284899234,-0.2951307952404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_d_y,0.0,0.0,0.0,-0.07647709250460001,0.054670135676880005,-0.26881956234579996,-0.6891906499861999,-0.7176153302192001,-0.8602593779564,-0.9072928071022,-0.944006717205,-0.9455684542653999,-0.9528408527375998,-0.9595770001410001,-0.9491297960282001,-0.9620748043060001,-0.9398366928099999,-0.7398400664328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_d_z,0.0,0.0,0.0,-0.012107768654819998,-0.6877315282824,-0.24187225401419998,-0.6615124762059998,-0.6808916568755999,-0.4226123332976,-0.3746310889722,-0.2924253076314,-0.323661482334,-0.29422664046299996,-0.2125390321016,-0.1700329348444,-0.06997890025378,-0.092626081407,-0.038320220261859994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_s_x,0.0,0.0,0.0,35.522659301800005,156.3562347412,118.10312805168,65.15058364865999,23.775397872914,-7.74027872086,-15.58653850554,-5.921824526778,3.6606111645704003,7.249723815918001,9.513809967048,13.693750762939999,22.33513946534,29.361240386960002,23.225397872920002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_s_y,0.0,0.0,0.0,60.42178955080001,319.57121582039997,350.6877197266,353.2428710938,332.16135253920004,317.3646972656,311.8868713378,304.33708496099996,292.0762817384,281.6359436036,272.9894226072,257.3395385744,235.75340576180002,217.68598632820004,173.1063049318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_s_z,0.0,0.0,0.0,14.6159072876,22.074449658406003,-9.972065162667999,-37.326883316019995,-52.69880599976,-53.935491180439996,-47.993702697719996,-36.70783996584,-31.169862747179998,-28.30419235228,-25.07917251586,-23.32980690002,-25.03820114136,-32.828205871579996,-26.83116455078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_e_x,0.0,0.0,0.0,24.8063018798,103.10592651372001,65.09557418824,18.4379759520384,-23.515626907346,-48.79631652832,-52.63162918092,-44.10580673218,-31.902370452879996,-27.159107589719998,-22.231095123280003,-17.973155975359997,-10.423129844678,-6.056903743744,-4.698502922056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_e_y,0.0,0.0,0.0,61.5333984376,348.09154052720004,377.83012695319997,388.7039794922,363.25242309559997,347.72305297860004,341.5102355958,329.9553405762,319.74981079099996,311.5032226562,303.734765625,287.82674560559997,267.14540405240007,251.9131103514,200.7223846434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_e_z,0.0,0.0,0.0,8.67696380616,24.79427967074,1.9379392743097994,-18.804248619078002,-28.79252624512,-19.878969383260003,-8.850378322616,4.137134552002,10.67477302551,13.011512947060002,17.701187706000002,19.695953369159998,16.47167110444,3.9598628044120003,2.800837922096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_d_x,0.0,0.0,0.0,0.174216890335,0.8656955242158,0.8617491006850001,0.7594114184381999,0.7688148260116,0.6674520969391999,0.6022457242010001,0.6207607865332,0.5781509041788,0.5593877792356,0.5160800814627999,0.514812016487,0.5325544118882,0.5757962942122,0.4539615988732001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_d_y,0.0,0.0,0.0,-0.0180715367198,-0.463657730818,-0.44125681519480003,-0.5764946937562,-0.5054505884646,-0.493538802862,-0.4815899789334,-0.41647852659240003,-0.44989129304880005,-0.485555309057,-0.4998301267624,-0.49563353657720005,-0.5103428125379998,-0.5564337611196,-0.44895731210719997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_d_z,0.0,0.0,0.0,0.09654999971379999,-0.044216536171699995,-0.1936221271754,-0.30112426877019993,-0.388646733761,-0.5536602795124,-0.6363569021224,-0.6640207886694001,-0.6802723765372,-0.6716735005379999,-0.695484614372,-0.6994740366937999,-0.6748301029204,-0.5980672717094,-0.48173037767419996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_s_x,0.0,0.0,0.0,24.8063018798,103.10592651372001,65.09557418824,18.4379759520384,-23.515626907346,-48.79631652832,-52.63162918092,-44.10580673218,-31.902370452879996,-27.159107589719998,-22.231095123280003,-17.973155975359997,-10.423129844678,-6.056903743744,-4.698502922056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_s_y,0.0,0.0,0.0,61.5333984376,348.09154052720004,377.83012695319997,388.7039794922,363.25242309559997,347.72305297860004,341.5102355958,329.9553405762,319.74981079099996,311.5032226562,303.734765625,287.82674560559997,267.14540405240007,251.9131103514,200.7223846434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_s_z,0.0,0.0,0.0,8.67696380616,24.79427967074,1.9379392743097994,-18.804248619078002,-28.79252624512,-19.878969383260003,-8.850378322616,4.137134552002,10.67477302551,13.011512947060002,17.701187706000002,19.695953369159998,16.47167110444,3.9598628044120003,2.800837922096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_e_x,0.0,0.0,0.0,16.96459503174,76.42902297974,43.067205810539996,1.698641157158,-39.25454368592,-63.77587203978,-73.90737609862,-63.89840698242,-50.70893173218,-45.220368957519995,-38.2254951477,-34.019587326039996,-26.856735610960005,-23.567845153819995,-19.43388061524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_e_y,0.0,0.0,0.0,64.6965515136,364.80737304720003,400.8778381348,416.47008667,387.35850830059996,370.53510742199995,358.8964599608,350.5793701172,343.412524414,336.3109252932,328.57673339840005,312.2005371092,292.1704956054,279.79451904319995,223.8773742676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_e_z,0.0,0.0,0.0,9.53695755004,51.81264877316001,26.106819152819998,9.08021430969,2.932980179786,13.063508033747999,24.003812789919998,36.03085212706,41.049150848379995,42.92459945678,48.746613311779996,51.086341857920004,47.13318328858,31.310526275639994,23.33781738282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_d_x,0.0,0.0,0.0,0.18452671766280002,0.6224225640298,0.5139633774756,0.3905603349208,0.367218655348,0.3495012998582,0.4964033484458,0.46179873347300004,0.43879259824760003,0.4214033603668,0.37317957282060005,0.37439359426479996,0.3834270715714,0.4085633397102,0.34380419850340005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_d_y,0.0,0.0,0.0,-0.0744335711002,-0.39001190364346,-0.53774653524156,-0.6478357791902,-0.5624405026436,-0.5322482764722001,-0.40565344095239997,-0.48119755983359996,-0.5520958185195999,-0.578810584545,-0.5796100378036,-0.5686866641044,-0.583882665634,-0.6505259513854,-0.540249657631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_d_z,0.0,0.0,0.0,-0.020236897468600003,-0.6303895592690001,-0.5639055550098,-0.6505972385408001,-0.7402159810066,-0.7686101675034,-0.7665503025054,-0.7441406488416,-0.7086916327475999,-0.6979288458824,-0.7243484258652,-0.7323971271514,-0.7153909802436,-0.6381426453589999,-0.4791665077208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_s_x,0.0,0.0,0.0,16.96459503174,76.42902297974,43.067205810539996,1.698641157158,-39.25454368592,-63.77587203978,-73.90737609862,-63.89840698242,-50.70893173218,-45.220368957519995,-38.2254951477,-34.019587326039996,-26.856735610960005,-23.567845153819995,-19.43388061524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_s_y,0.0,0.0,0.0,64.6965515136,364.80737304720003,400.8778381348,416.47008667,387.35850830059996,370.53510742199995,358.8964599608,350.5793701172,343.412524414,336.3109252932,328.57673339840005,312.2005371092,292.1704956054,279.79451904319995,223.8773742676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_s_z,0.0,0.0,0.0,9.53695755004,51.81264877316001,26.106819152819998,9.08021430969,2.932980179786,13.063508033747999,24.003812789919998,36.03085212706,41.049150848379995,42.92459945678,48.746613311779996,51.086341857920004,47.13318328858,31.310526275639994,23.33781738282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_e_x,0.0,0.0,0.0,12.338286590580001,84.5083755493,62.884009551999995,18.8812414765366,-27.154654693632,-65.95466918942,-80.68918151854,-67.27943496703999,-57.301962280279994,-52.57810134886,-44.1095184326,-39.44481964112,-33.019181442279994,-30.271215057379997,-23.06616516114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_e_y,0.0,0.0,0.0,66.562689209,362.909991455,405.8793212892,425.63713989240006,398.78730468759994,387.10546875000006,374.17882690439995,369.881781006,361.95357055659997,354.48937377920004,346.6929016112,330.1420654296,310.40205078139996,299.04253540039997,240.99907226579998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_e_z,0.0,0.0,0.0,10.04432144166,72.88920974732,35.92019195555999,24.93083343506,21.152096939080003,31.91084403992,42.906284332279995,51.98429107666,56.89579086304,58.88093566893999,65.37225952148,68.05671081544001,63.52383422850001,46.185939025879996,33.476207733159995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_d_x,0.0,0.0,0.0,0.1845267534256,-0.31952332705268,-0.78371758461,-0.6795397400858001,-0.47852795124059994,0.08616732582446,0.26820771098139995,0.13371335268020001,0.2607420086862,0.290984493494,0.2327020347116,0.2145577847956,0.24371321499360002,0.2651057571174,0.14365006387219997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_d_y,0.0,0.0,0.0,-0.07443349957459999,0.07503796517837599,-0.19779940024022,-0.3625398039818,-0.4519875645639999,-0.6553267478944,-0.6043890357018,-0.7633743405342,-0.733263671398,-0.7189234733579999,-0.7164603114126,-0.7095538616179999,-0.72102394104,-0.7612230896950001,-0.6771311521528001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_d_z,0.0,0.0,0.0,-0.020236915350000002,-0.8335385918618,-0.3881005465984,-0.6268623828888,-0.7205320000647999,-0.7453768372534,-0.7475574135781999,-0.6309287548064001,-0.626704955101,-0.6310431241989999,-0.657512974739,-0.6711463332176,-0.6482196092606,-0.5882947802544001,-0.4009543836118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_s_x,0.0,0.0,0.0,12.338286590580001,84.5083755493,62.884009551999995,18.8812414765366,-27.154654693632,-65.95466918942,-80.68918151854,-67.27943496703999,-57.301962280279994,-52.57810134886,-44.1095184326,-39.44481964112,-33.019181442279994,-30.271215057379997,-23.06616516114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_s_y,0.0,0.0,0.0,66.562689209,362.909991455,405.8793212892,425.63713989240006,398.78730468759994,387.10546875000006,374.17882690439995,369.881781006,361.95357055659997,354.48937377920004,346.6929016112,330.1420654296,310.40205078139996,299.04253540039997,240.99907226579998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_s_z,0.0,0.0,0.0,10.04432144166,72.88920974732,35.92019195555999,24.93083343506,21.152096939080003,31.91084403992,42.906284332279995,51.98429107666,56.89579086304,58.88093566893999,65.37225952148,68.05671081544001,63.52383422850001,46.185939025879996,33.476207733159995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_e_x,0.0,0.0,0.0,9.281022644040002,95.98585357668,77.33901977538001,34.611236953740004,-13.191456937789003,-66.34286575318,-72.21410980226001,-63.42953338622,-59.97091293333999,-54.15587539672,-44.681322479260004,-39.3075164795,-33.30471878052,-31.002383804339996,-23.212211990340002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_e_y,0.0,0.0,0.0,67.795916748,358.28092041020005,399.3320251466,425.83483886700003,402.2314758304,398.0769409178,385.62175903319996,383.7764160156,375.477624512,368.88377075200003,360.87385864259994,344.174584961,324.8956542968,313.7014404298,253.1662109376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_e_z,0.0,0.0,0.0,10.37960891724,83.01290969845999,34.5797241211,29.659877395639995,27.92377357482,44.04044876098,45.9063156128,57.84777374268,66.31840515138,67.20197906493999,74.18656005858,77.12198791502001,71.82754669189998,54.16398391722,38.98328857424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_x,0.0,0.0,0.0,0.184526693821,-0.6868691325187999,-0.8650594234464,-0.9413609623908,-0.8356269240377999,0.023231672495439993,-0.5071906059982,-0.23039718233068,0.1597232103346,0.09442183673368001,0.034219594299780005,-0.008216908155016,0.017087971617001197,0.043756755813979996,0.008740142034360802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_y,0.0,0.0,0.0,-0.07443367838860002,0.2770265161992,0.39182262420659997,-0.011831285804640001,-0.20611625611776,-0.6565871953964001,-0.6848019361496,-0.8315236806870001,-0.8093462586404,-0.8614322543144001,-0.8486591100694,-0.8397756218911999,-0.8673690676688001,-0.877261376381,-0.7281416416168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_z,0.0,0.0,0.0,-0.0202368810772,-0.6058523952960001,0.0802202299238,-0.2830094486478,-0.40525067150599997,-0.7258955836295999,-0.17953660786155998,-0.3508997909724,-0.563895857334,-0.4979725956916001,-0.5274916648868,-0.5425111770627999,-0.4969353079796,-0.4774456739426,-0.3295708894728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_x,0.0,0.0,0.0,35.0417053222,160.4639923094,118.62970581050001,66.93935165405999,24.554125595091996,-11.35912425219,-21.205617141720005,-12.605101776106,-3.8303493499759993,-0.4028351545334001,1.9137808799732,6.489034509656001,14.839596557620002,22.95940208436,18.038222885139998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_y,0.0,0.0,0.0,58.3167541504,328.6200195312,357.45424804699996,360.78974609359994,340.2584777832,323.2615966796,316.75980224619997,308.1882019042,295.021734619,284.267352295,276.2889343262,261.2801422118,238.83852844220002,221.0159576416,175.7633331298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_z,0.0,0.0,0.0,14.790083312979998,20.606926250449995,-16.180852341653,-44.851106262200005,-59.7581939697,-62.17129745484,-55.86567993164,-44.28818893432,-38.409929657000006,-35.50312042238,-32.050726699820004,-30.390628051780006,-32.2158920288,-40.89319839477999,-33.23874816894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_x,0.0,0.0,0.0,25.2066864014,116.76210021979998,72.23105621336,26.937405586239997,-16.7357849419,-50.57819976806,-58.41573486330001,-51.57306137081999,-41.09290161132,-36.77549209596,-32.104373931880005,-27.18113594056,-19.98696365356,-13.40151176454,-10.74075241088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_y,0.0,0.0,0.0,57.69663696280001,360.5804504394,386.24397583000007,397.4767700196,373.52940673800003,354.0777099608,346.10581054679994,333.18886718760007,321.1259582518,312.063574219,305.3839660644,290.6511291504,268.3369812012,253.213748169,201.72326660160002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_z,0.0,0.0,0.0,9.80116653442,21.368972778339998,-10.792647838598,-34.6973300934,-44.51127700806,-38.6836074829,-27.53110275268,-14.203417015055999,-7.120796203614001,-4.617852163316,0.28848973512600007,2.067478823662,-1.14683322161478,-14.681516075140001,-12.05362110138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
