,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
L.Ring_I_s_x,5.9293956756599995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_y,34.130426025400006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_z,-15.058517456059999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,5.12310333252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,31.6163513184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,-18.554237365720002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.036810922622599995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.11477898359300001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.1595955610276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,5.12310333252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,31.6163513184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,-18.554237365720002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,5.05048904418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,29.239410400400004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,-20.3077423096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.00491527020932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.16089543104179999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.118694972992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,12.026877594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,31.1874176026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,1.3688599586480001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,6.0399646759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,33.2938232422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,-6.3387374878000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.11992601156239999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,-0.04219417274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.15439366102219998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,6.0399646759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,33.2938232422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,-6.3387374878000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,2.5711870193400004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,33.142263794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,-10.72174453736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.12407072782520001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.00542095601558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.1567707538604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,2.5711870193400004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,33.142263794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,-10.72174453736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,1.8316854476920004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,31.3396759034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,-13.1238937378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.047818109393200005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.1165600538254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.15532926321020002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,1.8316854476920004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,31.3396759034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,-13.1238937378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,1.8671300888059998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,29.2202728272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,-14.837596130379998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,-0.0026006927713799997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.1555077433586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.12574012279520003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,-14.58821678164,-20.63005905152,-22.67906990052,-24.13190383914,-24.134906387340003,-22.76892242432,-21.8666786194,-21.51867141722,-21.999612808219997,-22.460366439820003,-22.6882446289,-22.72668151854,-22.909959793120002,-23.502584457399998,-24.07749366758,-24.55107154846,-24.821399688739998,-25.159457015999998,-25.665739059459998,-25.9239616394
R.hand.palm_position_y,154.6391967772,188.10889587420002,185.136392212,184.2711639404,183.895864868,183.670550537,184.1536773682,184.55474548339998,184.85375976580002,185.27642211920002,185.9265045166,186.26729736299998,186.52772216800003,187.1130462646,187.26026611319998,187.4376617432,187.4293579102,186.7202056886,186.1044464112,186.01727294900002
R.hand.palm_position_z,3.645327472686,4.300340652466,4.540776252745999,4.69771347046,5.045823669434,5.03309803009,3.62510547638,2.880318689346,3.08836364746,3.2044096469879997,3.41821165085,3.437274026872,3.6751135349260005,3.840600442883999,3.9462893962859993,4.045662546158001,4.116429233549999,4.379859733582,4.58065738678,4.84815979004
R.pitch,10.10103078992,9.641294508128,6.789304249154,6.738319362347999,6.884259845292,5.3914309724919995,4.698297391012,5.131320290388,5.815617058393999,6.093128416006,6.373472082348,6.513238159587999,6.702626842388,6.736497750878,6.172125957983999,6.880801720477999,7.610372739434,7.949050576214001,8.436614585806,8.56976588089
R.roll,-22.878462699620002,-26.40916579076,-23.076495499159996,-22.593546819220002,-21.92551401248,-19.624861410879998,-17.497981459659997,-17.06642414812,-17.689774539800002,-17.497298440719998,-17.444840879740003,-17.824668728440002,-17.93657420758,-18.821065956939997,-19.804605695699998,-20.54008832884,-21.022942069160003,-21.24603619914,-21.357216653680002,-21.430511072999998
R.yaw,-14.024439539320003,-16.58391089272,-16.22680742518,-16.266773936019998,-15.922148882759998,-15.36208634162,-14.8758731727,-14.40106607836,-14.775578673759998,-15.158434345340002,-15.31843357758,-15.245209167679999,-15.4225666429,-15.527663789419998,-15.474721626480001,-15.344303260880002,-15.366060145739999,-15.422115850399999,-15.59370591378,-15.5829743204
R.Arm direction_x,-0.4239483237266001,-0.5534531116483999,-0.570041155815,-0.5694970130919998,-0.5694691061974,-0.5641960382459998,-0.5502880334856,-0.5311656713486,-0.5245885848999999,-0.5314988374712,-0.5373804330826,-0.5409821391105999,-0.5432878017427999,-0.5486928105356,-0.56452177763,-0.5765086412429999,-0.5827078461646,-0.5857212901115999,-0.5872861504554001,-0.588267982006
R.Arm direction_y,0.546372246742,0.6521243691445999,0.6401208758354,0.6475245594978001,0.6452890276908001,0.6497190594672,0.6616014122962,0.6900344371796001,0.7050774693490001,0.6969905138015999,0.6878016114234,0.6806922793388,0.6785043597217999,0.6672579169274,0.6393514633177999,0.6272352933884001,0.6233183026312,0.6194449663161999,0.6162231922149999,0.615808427334
R.Arm direction_z,-0.40214763283739996,-0.5179552555084002,-0.515056347847,-0.5063419461248,-0.5092167735098,-0.5094326019288,-0.5093450069426,-0.49144792556760003,-0.4771470725538,-0.4813510835172,-0.4879959642888,-0.493955928087,-0.49443891644480004,-0.5035523056984,-0.522001039982,-0.5236442685128,-0.521463406086,-0.522700726986,-0.524750304222,-0.524138152599
R.wrist position_x,10.36148777006,10.098217010502001,8.034096240998,6.630743026734,6.271548175813999,7.07730770111,7.3451010704040005,7.039869213104001,6.870959186554001,6.824817371368001,6.7812956810000005,6.698780059812,6.702320861818,6.267171001432,5.817061138154001,5.315468597411999,5.1042637825,4.833007144929999,4.4759189605700005,4.21222734451
R.wrist position_y,139.0918182372,172.0720397948,172.39325256360002,171.55108642579998,171.14733886719998,172.60843505879998,173.90905761719998,173.5760131836,172.94257507319998,173.2456085204,173.7605316164,174.0019592286,174.10000915519998,174.6753814696,175.5657562258,175.08981628400002,174.35386962899997,173.3367095948,172.2883850096,172.066497803
R.wrist position_z,51.1844154358,64.91221618654,65.81134185789999,65.90900878906,66.42839355468001,66.8983718872,65.82871856688001,65.154196167,65.02433929445999,64.96880493162,65.12052154540001,65.18329010008,65.3186859131,65.46969909668,65.7561706543,65.81106719972,65.74572906494,65.93751068116,66.0014678955,66.2470397949
R.elbow position_x,116.140979004,148.19050292979998,150.26526794440002,148.7261413572,148.3599884032,147.8500579834,144.6476623536,139.57120056140002,137.76124267560002,139.4392791748,140.8632720946,141.67942199700002,142.2582489014,143.1717041016,146.6710906984,149.1603393556,150.495901489,150.97652893059998,151.00988769539998,150.99118042
R.elbow position_y,2.76628870964,9.360258674634,12.676469039919999,9.987005996724001,10.141051483153998,10.49680175782,8.832658481598,1.4052827954274,-2.981548929214,-0.66073744036242,2.146915507316,4.162192058564001,4.806155872344,8.187621116632,16.04095134736,18.58812141418,18.829503631599998,18.77877769472,18.534322738640004,18.4159221649
R.elbow position_z,151.52441711419996,194.14740905760002,194.32322998040001,192.2465637206,193.48324890159998,194.00707397460002,192.9155700682,187.7755401612,184.0774749756,185.07088317880002,186.8805664062,188.4304016112,188.68631286619998,191.1112091064,196.0008270262,196.46572876000002,195.8562469484,196.35675048820002,196.9321014404,197.024932861
R.Thumb_M_s_x,-17.151272201540003,-24.75303001404,-27.22037849426,-28.653672409040002,-29.024775314339998,-28.230301284800003,-27.81896514892,-27.948146820060003,-28.074475097660002,-28.167704391479997,-28.246427917480002,-28.358211135879998,-28.37205581664,-28.85147933962,-29.44589576722,-30.051379775999997,-30.310723876939996,-30.5989955902,-30.951565551759995,-31.223115920999998
R.Thumb_M_s_y,148.24805603020002,182.2307464602,180.841604614,179.85124511700002,179.07640686040003,179.46300048820004,179.8393188476,179.64770813,179.50859680179997,179.5959533692,179.9544067382,180.2948822022,180.41367492700002,181.2916412354,182.352999878,182.09790954599998,181.5478759768,180.5879211424,179.5368011474,179.344818115
R.Thumb_M_s_z,48.540778350820005,60.62395553588,60.97736663818,61.12586669922,61.41037445068,61.3946029663,59.928118133560005,59.083226013159994,59.290518951420005,59.4123817444,59.61094055174,59.62271347044,59.862004852300004,60.06889266968001,60.26032943726,60.307106781,60.325480651860005,60.56682968138,60.7331100464,60.9871520996
R.Thumb_M_e_x,-17.151272201540003,-24.75303001404,-27.22037849426,-28.653672409040002,-29.024775314339998,-28.230301284800003,-27.81896514892,-27.948146820060003,-28.074475097660002,-28.167704391479997,-28.246427917480002,-28.358211135879998,-28.37205581664,-28.85147933962,-29.44589576722,-30.051379775999997,-30.310723876939996,-30.5989955902,-30.951565551759995,-31.223115920999998
R.Thumb_M_e_y,148.24805603020002,182.2307464602,180.841604614,179.85124511700002,179.07640686040003,179.46300048820004,179.8393188476,179.64770813,179.50859680179997,179.5959533692,179.9544067382,180.2948822022,180.41367492700002,181.2916412354,182.352999878,182.09790954599998,181.5478759768,180.5879211424,179.5368011474,179.344818115
R.Thumb_M_e_z,48.540778350820005,60.62395553588,60.97736663818,61.12586669922,61.41037445068,61.3946029663,59.928118133560005,59.083226013159994,59.290518951420005,59.4123817444,59.61094055174,59.62271347044,59.862004852300004,60.06889266968001,60.26032943726,60.307106781,60.325480651860005,60.56682968138,60.7331100464,60.9871520996
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,-17.151272201540003,-24.75303001404,-27.22037849426,-28.653672409040002,-29.024775314339998,-28.230301284800003,-27.81896514892,-27.948146820060003,-28.074475097660002,-28.167704391479997,-28.246427917480002,-28.358211135879998,-28.37205581664,-28.85147933962,-29.44589576722,-30.051379775999997,-30.310723876939996,-30.5989955902,-30.951565551759995,-31.223115920999998
R.Thumb_P_s_y,148.24805603020002,182.2307464602,180.841604614,179.85124511700002,179.07640686040003,179.46300048820004,179.8393188476,179.64770813,179.50859680179997,179.5959533692,179.9544067382,180.2948822022,180.41367492700002,181.2916412354,182.352999878,182.09790954599998,181.5478759768,180.5879211424,179.5368011474,179.344818115
R.Thumb_P_s_z,48.540778350820005,60.62395553588,60.97736663818,61.12586669922,61.41037445068,61.3946029663,59.928118133560005,59.083226013159994,59.290518951420005,59.4123817444,59.61094055174,59.62271347044,59.862004852300004,60.06889266968001,60.26032943726,60.307106781,60.325480651860005,60.56682968138,60.7331100464,60.9871520996
R.Thumb_P_e_x,-41.9402458191,-56.5867164612,-60.436808776860005,-61.99823608398,-61.656892395019995,-60.31268615724,-59.91346206664,-59.0433959961,-59.012277984620006,-59.42696533203999,-59.607925415059995,-59.75402069092,-60.13847732544,-61.479829406739995,-63.17477645874,-64.04727096558,-64.20447540282001,-64.38236846923999,-64.77977447511999,-65.08039093020001
R.Thumb_P_e_y,153.5316436768,187.17816772459997,185.3148651122,186.1232482912,185.6261810304,185.32308349600004,187.97395935059996,188.71652526859998,188.38549194319998,188.05707092279997,188.3541259764,189.19271850599998,190.13932495119997,192.9109802246,195.60219726539998,195.3774658204,195.3931152344,195.2664733886,194.91371154760003,195.079956055
R.Thumb_P_e_z,21.718592071539998,27.618835830679995,29.28637580872,29.877670288079997,29.473525238039997,28.772296142560002,27.819609832780003,26.24016075134,26.245723724380003,26.561425399800004,26.84166793824,27.018772125239998,27.859903335579997,29.627719116180003,31.7177696228,32.09699096682,32.26403884888,32.79957199098,33.39978103638,33.8943710327
R.Thumb_P_d_x,0.5373782396315999,0.6900943517686,0.7200696110726,0.7228473067282001,0.7074028134346,0.6954856276514,0.6957482218741999,0.6740863919256,0.6706732869148,0.677641892433,0.6798581242562001,0.6806019663810001,0.6886361241342,0.7073211312296,0.7311785459518001,0.7369668722154,0.7347526311874001,0.7323597788812,0.7333317995070001,0.7339618802069999
R.Thumb_P_d_y,-0.1145382255314,-0.10725077092644,-0.09697186052802,-0.1359652072194,-0.14198675751679998,-0.1270355552434,-0.1763436764478,-0.19659486413,-0.19243436455739998,-0.1834210813044,-0.1820900768042,-0.19288831651200003,-0.21083375513560002,-0.2518853634596,-0.2872176110746,-0.2878757596016,-0.300138682127,-0.3182033121586,-0.3333424150946,-0.341108083725
R.Thumb_P_d_z,0.5814544796946,0.7154888153073999,0.6870009899139999,0.6774019956588,0.6923306941986,0.7071901440621999,0.6960519552230001,0.7119757533074,0.716348898411,0.7121468424795999,0.710376036167,0.7067919969558,0.6937452316286,0.6599072337154,0.618748867512,0.6115421652794,0.6083191633224001,0.6019417524339999,0.5925350189208,0.587320327759
R.Thumb_I_s_x,-41.9402458191,-56.5867164612,-60.436808776860005,-61.99823608398,-61.656892395019995,-60.31268615724,-59.91346206664,-59.0433959961,-59.012277984620006,-59.42696533203999,-59.607925415059995,-59.75402069092,-60.13847732544,-61.479829406739995,-63.17477645874,-64.04727096558,-64.20447540282001,-64.38236846923999,-64.77977447511999,-65.08039093020001
R.Thumb_I_s_y,153.5316436768,187.17816772459997,185.3148651122,186.1232482912,185.6261810304,185.32308349600004,187.97395935059996,188.71652526859998,188.38549194319998,188.05707092279997,188.3541259764,189.19271850599998,190.13932495119997,192.9109802246,195.60219726539998,195.3774658204,195.3931152344,195.2664733886,194.91371154760003,195.079956055
R.Thumb_I_s_z,21.718592071539998,27.618835830679995,29.28637580872,29.877670288079997,29.473525238039997,28.772296142560002,27.819609832780003,26.24016075134,26.245723724380003,26.561425399800004,26.84166793824,27.018772125239998,27.859903335579997,29.627719116180003,31.7177696228,32.09699096682,32.26403884888,32.79957199098,33.39978103638,33.8943710327
R.Thumb_I_e_x,-49.828489685060006,-69.32025756836,-73.21593780516,-74.17319488528,-73.24273376466,-71.2385925293,-71.01808929444,-70.4710449219,-70.62896881101999,-71.15725250244,-71.29371795656002,-71.48500823976,-72.49347991942,-76.3152709961,-80.38513183594,-81.67862854004,-81.88408203126001,-82.17388610840001,-82.79906616212,-83.2072525024
R.Thumb_I_e_y,147.51011962880003,180.965258789,178.28694458040002,179.3986999512,179.22935485859998,178.7685272216,183.1202301026,185.46952819820004,185.2477630614,184.68975524899997,184.91661987319998,185.94983825679998,187.6124328612,192.8525756834,197.64353027340002,197.63086853,198.11195678680002,198.6718200684,198.97434082019998,199.443649292
R.Thumb_I_e_z,-0.454132592678,0.7006558075542999,2.58865799904,2.822501468658,2.0812748670579997,1.1482632517806,-0.07515357658276003,-1.7661087751380002,-1.695488071442,-1.30561783314,-1.0355008363700002,-0.8624608159064,0.1772680163385,3.1237626790999995,6.7175701141360005,7.40822353363,7.65618457794,8.360171318054002,9.227223396302001,9.85508441925
R.Thumb_I_d_x,0.2592920601366,0.4185603439808,0.42005885243420005,0.40019934773439997,0.38083465695380003,0.35914211869240004,0.3650168001652,0.3756347537042,0.381848692894,0.385582691431,0.3841201126574,0.3856057047844,0.4061175227166,0.48765126466739994,0.5657163500786,0.57955493927,0.5811409711836,0.5848195314406001,0.5923066377638,0.595842599869
R.Thumb_I_d_y,0.19793168008319997,0.20422263443480002,0.2310126334428,0.221040570736,0.2102681249382,0.2154528081416,0.1595454454422,0.10673104971640002,0.1031393259764,0.110686005652,0.11299321204420001,0.1065957278012,0.08306070119144,0.0019197975285279959,-0.0671000339091,-0.07407090961932,-0.08937021195888,-0.11193610578786,-0.133475703001,-0.14343763887900002
R.Thumb_I_d_z,0.7288328647614,0.8848193049432,0.8775725245476,0.8893221974372001,0.9004022955894,0.9080211162567998,0.9169202208516001,0.920585513115,0.9184470415118,0.9160090684890001,0.9163418889043999,0.9164754867553999,0.9099474430086,0.8712034344673999,0.8217739343644,0.8115369081496,0.8088772773744,0.8033400416375999,0.7945687532427999,0.790188193321
R.Thumb_D_s_x,-49.828489685060006,-69.32025756836,-73.21593780516,-74.17319488528,-73.24273376466,-71.2385925293,-71.01808929444,-70.4710449219,-70.62896881101999,-71.15725250244,-71.29371795656002,-71.48500823976,-72.49347991942,-76.3152709961,-80.38513183594,-81.67862854004,-81.88408203126001,-82.17388610840001,-82.79906616212,-83.2072525024
R.Thumb_D_s_y,147.51011962880003,180.965258789,178.28694458040002,179.3986999512,179.22935485859998,178.7685272216,183.1202301026,185.46952819820004,185.2477630614,184.68975524899997,184.91661987319998,185.94983825679998,187.6124328612,192.8525756834,197.64353027340002,197.63086853,198.11195678680002,198.6718200684,198.97434082019998,199.443649292
R.Thumb_D_s_z,-0.454132592678,0.7006558075542999,2.58865799904,2.822501468658,2.0812748670579997,1.1482632517806,-0.07515357658276003,-1.7661087751380002,-1.695488071442,-1.30561783314,-1.0355008363700002,-0.8624608159064,0.1772680163385,3.1237626790999995,6.7175701141360005,7.40822353363,7.65618457794,8.360171318054002,9.227223396302001,9.85508441925
R.Thumb_D_e_x,-49.788292694099994,-71.77297821044,-75.69554748535998,-76.18802947997999,-74.29660186768,-71.53488006591999,-70.91668090822,-70.47963562012,-71.75670013428001,-84.32694702148,-85.16732482908,-85.54860992434001,-86.81244812012,-87.76670837399999,-90.13631896972,-96.71431884764,-97.10213623048,-97.52311553954,-98.25691528318,-98.7061843872
R.Thumb_D_e_y,139.3236328126,171.7640319824,168.8957824708,170.1422180176,169.8744354248,169.33598938,174.38287353519996,177.50771789560002,177.9389587402,187.3524932864,188.3251312256,189.79099426279998,191.9361541748,194.29833679200001,197.09451599119998,203.06380920420003,204.169036865,205.41485900900003,206.1939361572,206.87965393099998
R.Thumb_D_e_z,-14.88714485166,-17.88215713498,-15.89666194916,-15.783248710639999,-16.558074951160002,-17.47591896058,-19.03869705202,-21.06771240234,-21.21788558958,-17.28698692322,-16.265138626100004,-15.812850761419998,-14.393227386459998,-13.63455142974,-11.229525184642,-6.024318408968001,-5.294564437868,-4.0881221294420005,-2.812685012816,-2.00045990944
R.Thumb_D_d_x,-0.0019249409437600035,0.1174552977082,0.11874295473100001,0.09648591727018,0.050467384606599996,0.014188547246139998,-0.0048562199343,0.0004113894421519999,0.054004530236119994,0.6306672215462,0.6643760085104,0.6734743714332001,0.6857032895088001,0.5483837246896,0.466962516308,0.7200255036354,0.728758573532,0.7350402474405999,0.740241754055,0.7422089576719999
R.Thumb_D_d_y,0.3920325338842,0.44062615633,0.4497217178344,0.4432721912862,0.4479861557484,0.451703119278,0.41841244101540004,0.3812732875346,0.3500022947788,-0.1275125697256,-0.1632259845734,-0.18394435942180004,-0.20705332458020004,-0.06923426836728,0.026291064917999995,-0.26017135083679993,-0.2900600135326,-0.3229090452194,-0.3457302331924,-0.35609352588699994
R.Thumb_D_d_z,0.6911646485330001,0.8898892879486,0.8852205634118,0.8909877061844,0.892596757412,0.8918703675270001,0.908121609688,0.9243106245993999,0.9348839521407999,0.7653120040892,0.7293133020402001,0.7159406900404,0.6977483510974001,0.8025181889532,0.8594461917876,0.6432543277739999,0.6201823949814,0.5961209177969999,0.5765642166137999,0.5677353143689999
R.Index_M_s_x,-7.635958480834001,-13.168242835980001,-16.34741249084,-17.902715301500002,-18.36369247438,-18.03225097656,-18.06914749146,-18.213904571540002,-18.25004234316,-18.469044876079998,-18.5925113678,-18.59025726318,-18.6099609375,-18.883546447739995,-19.220343780519997,-19.61264228822,-19.7533859253,-19.99652938846,-20.354016113280004,-20.6048545837
