,0,1,2,3
R.Pinky_D_d_x,-0.3672017395496,-0.5463256001472,-0.5416775107381999,-0.53426466882225
R.Pinky_D_d_y,0.031559413671400006,0.2390899300576,0.24156931936720002,0.2710832059385
R.Pinky_D_d_z,-0.5689801871776,-0.8027023673058,-0.8051127910614001,-0.8005827814340001
R.Thumb.TTP,62.65353240968,61.95326690674,62.09678726195999,62.170381546025
R.Index.TTP,57.5944190979,48.50820159914,48.529625701899995,48.93748760225
R.Middle.TTP,55.25853958138,43.5888824463,43.64221343994,43.721450805675005
R.Ring.TTP,50.6589439392,39.451423645,39.51746520996001,39.604929924025
R.Pinky.TTP,46.81906433106,38.13177413942,38.16228103638,38.20460128785
L.Thumb.TTP,0.0,0.0,0.0,0.0
L.Index.TTP,0.0,0.0,0.0,0.0
L.Middle.TTP,0.0,0.0,0.0,0.0
L.Ring.TTP,0.0,0.0,0.0,0.0
L.Pinky.TTP,0.0,0.0,0.0,0.0
R.Thumb.TNA,114.69063014759999,117.12109966620001,115.839639287,114.97172086875
R.Index.TNA,85.72134865324001,74.84771157526,73.64552431048,74.2565209319
R.Middle.TNA,78.09600814898,63.43927413796,62.81040033718,61.89674803405
R.Ring.TNA,74.32850697993999,57.73644811787999,56.98013829578,55.795897059375
R.Pinky.TNA,71.46030915012,52.62940461472,51.57117441204,50.109434564400004
L.Thumb.TNA,0.0,0.0,0.0,0.0
L.Index.TNA,0.0,0.0,0.0,0.0
L.Middle.TNA,0.0,0.0,0.0,0.0
L.Ring.TNA,0.0,0.0,0.0,0.0
L.Pinky.TNA,0.0,0.0,0.0,0.0
R.Thumb_Index.ang,96.58430336403998,113.8387195622,113.40158987959998,107.94929448199997
R.Index_Middle.ang,11.02151187364,12.004288290720002,11.88211059494,15.9723654769
R.Middle_Ring.ang,7.744208490772,7.995770995024,8.020183197254,7.95302499726
R.Ring_Pinky.ang,10.104358006430001,10.98197286676,11.02441070944,10.890101313975
L.Thumb_Index.ang,0.0,0.0,0.0,0.0
L.Index_Middle.ang,0.0,0.0,0.0,0.0
L.Middle_Ring.ang,0.0,0.0,0.0,0.0
L.Ring_Pinky.ang,0.0,0.0,0.0,0.0
R.sphere_center_x,60.92786407463999,24.674372100840003,23.97533531188,22.53456020355
R.sphere_center_y,311.03306884759996,327.8037414552,326.3047790528,324.88445281975
R.sphere_center_z,-39.72432518004,-46.07502288818,-44.91917266844,-43.272915840175
L.sphere_center_x,0.0,0.0,0.0,0.0
L.sphere_center_y,0.0,0.0,0.0,0.0
L.sphere_center_z,0.0,0.0,0.0,0.0
