,0,1,2,3,4,5,6
hands,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fingers,5.0,5.0,5.0,5.0,5.0,5.0,5.0
L.hand.palm_position_x,5.17892227172,0.0,0.0,0.0,0.0,0.0,0.0
L.hand.palm_position_y,47.579129028400004,0.0,0.0,0.0,0.0,0.0,0.0
L.hand.palm_position_z,0.0564664423466,0.0,0.0,0.0,0.0,0.0,0.0
L.pitch,4.854420746979999,0.0,0.0,0.0,0.0,0.0,0.0
L.roll,-1.4803555811940001,0.0,0.0,0.0,0.0,0.0,0.0
L.yaw,-5.11991635028,0.0,0.0,0.0,0.0,0.0,0.0
L.Arm direction_x,-0.13150728940960002,0.0,0.0,0.0,0.0,0.0,0.0
L.Arm direction_y,0.11308914422980001,0.0,0.0,0.0,0.0,0.0,0.0
L.Arm direction_z,-0.0995825111866,0.0,0.0,0.0,0.0,0.0,0.0
L.wrist position_x,10.05926818848,0.0,0.0,0.0,0.0,0.0,0.0
L.wrist position_y,42.6652404786,0.0,0.0,0.0,0.0,0.0,0.0
L.wrist position_z,11.76052474976,0.0,0.0,0.0,0.0,0.0,0.0
L.elbow position_x,42.2056152344,0.0,0.0,0.0,0.0,0.0,0.0
L.elbow position_y,15.021122741700001,0.0,0.0,0.0,0.0,0.0,0.0
L.elbow position_z,36.103009033199996,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_s_x,12.63508758544,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_s_y,42.7412689208,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_s_z,6.7486541748,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_e_x,12.63508758544,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_e_y,42.7412689208,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_e_z,6.7486541748,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_s_x,12.63508758544,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_s_y,42.7412689208,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_s_z,6.7486541748,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_e_x,14.345254516599999,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_e_y,46.6570159912,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_e_z,-1.216190242768,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_x,-0.0378413647414,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_y,-0.0866448819638,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_z,0.1762404441834,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_x,14.345254516599999,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_y,46.6570159912,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_z,-1.216190242768,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_x,13.72703399658,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_y,48.6240570068,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_z,-6.61611709594,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_d_x,0.0213909894228,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_d_y,-0.06806139945980001,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_d_z,0.1868423581124,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_s_x,13.72703399658,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_s_y,48.6240570068,0.0,0.0,0.0,0.0,0.0,0.0
