,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
L.Pinky_M_e_x,-14.2978225708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,51.753594970799995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,-7.0054977417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,-0.0648977279664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0162133693695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.18848185539239998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,-14.2978225708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,51.753594970799995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,-7.0054977417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,-9.55524749756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,48.6398223876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,-7.80227890014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,-0.165561234951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.1087004423142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.027815282344799998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,-9.55524749756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,48.6398223876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,-7.80227890014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,-9.18835830688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,47.550408935600004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,-4.84910011292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,-0.023154732585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.068753939867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,-0.18637797832480002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,-9.18835830688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,47.550408935600004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,-4.84910011292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,-10.43665084838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,47.7276275634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,-2.35709609986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.089393657446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,-0.01269111186266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,-0.178459250927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,-2.3402032852199985,-14.3108537674,-14.078966712939998,-16.0715291977,-11.729602432224,-9.524421310416,-11.020776748660001,-8.171397686006,-0.4209028810254001,4.546106290818,3.9068459987639996,2.00860979557,-0.64485831558614,-3.60044670105,-5.574110031128001,-7.687949371339999,-8.40295295715,-8.394301795961999,-7.984671783448,-7.758574962616,-7.874141025546,-8.096410942076,-8.530066299438,-9.08408279419,-9.368992614746002,-9.728607177734,-10.178244590759999,-10.24337005614,-10.2759584427,-10.15123176576,-10.19975929262,-10.762369918820001,-10.48689250944,-10.136798286460001,-9.562866210938001,-9.121417427062001,-9.035289001464001,-9.06951332092
R.hand.palm_position_y,163.8159698486,155.900970459,151.50468444819998,152.2735229492,163.0271575928,172.4083496094,181.4054382324,196.761352539,208.594946289,209.8571868896,205.75898742680002,203.341357422,206.2575561522,208.82366027819998,213.15838317879997,215.73591003400003,215.93919067379997,216.2764923096,216.3755645752,216.19924316420003,216.01376953159996,215.7865539548,215.6429138182,215.10216064459996,214.58091125480001,214.1603851318,214.45634155279998,215.9880767822,215.0521575926,214.78736267099998,215.0296051026,212.55680847159996,211.0184539796,211.5708374026,212.4261993408,212.5138061526,212.00144653339999,212.082489014
R.hand.palm_position_z,-28.310458374020005,-31.554205322259996,-28.54019737246,-19.651039504979998,-5.218858510248401,6.968109703066,18.072199249279997,38.74828567504,60.28968734742,73.84859771730001,75.65702209474,74.35508117676002,78.17117614746,90.04259338378,106.70475311279999,113.79725341820001,114.1342117308,117.236102295,119.8337478638,120.2436019898,120.1713150026,120.2826263428,120.3638305664,120.27048339859998,120.24785919199999,120.3445663452,120.6424850464,120.8378662108,120.65887451160002,120.4894180298,120.84563446019999,121.56959991440002,120.6863937376,120.14308166480001,120.89209136959998,120.83951110860001,120.37779388419999,120.226898193
R.pitch,124.24267207358,153.4183995314,156.880625194,152.03975588420002,151.6208112002,147.026623737,148.5018899734,153.5076673728,151.63488139,149.731056295,149.50001011700002,149.8576278982,152.05478503240002,158.7463788142,162.6754151274,164.95994677459998,166.11155766360002,167.2650127032,168.2524367702,168.3822458832,168.4375185066,168.27435348160003,168.3589822586,168.6259279112,168.6742774546,168.77282888919999,169.14066190120002,168.9573177652,169.018202072,169.1149066236,168.99087858299998,168.8912971558,169.13085648140003,168.3284376522,168.51112335800002,168.0456404964,167.7791019234,167.586479658
R.roll,88.83731409947998,123.54132126240002,126.631230577,127.01858973379998,119.12086239499999,104.48000613053998,95.3122296893,82.2688850225,67.18544478905999,59.1305616257,61.63380822722,62.14353842076,62.72756604688,60.48193915746,56.0977076139,58.61970718302,60.67167361858001,58.65989874864,58.6427426793,59.0822940443,59.36954584946001,58.93504336032,59.21432296854,59.61920565895999,59.60070404234,59.49306025976,59.32321940781999,60.60718023958001,59.64373969876001,58.87109366438001,58.71742533455999,58.70935341694,59.60767629952001,58.349839575580006,57.0310864428,56.14236065914,56.92612214346,57.08688567390001
R.yaw,-103.95719270953798,-127.7440104736,-124.428972657,-124.47412567219999,-128.2663177778,-133.6020725478,-138.48746376340003,-146.253408065,-154.88491219739998,-161.3788785508,-161.2069217064,-160.837296453,-162.5281835678,-167.49890570379998,-172.2741205024,-172.7156676486,-172.27454943840002,-172.8865562518,-173.7729918728,-173.92246100239998,-173.79150714979997,-173.63862839,-173.5240150824,-173.3925667242,-173.33843337620002,-173.21241365240002,-173.18563111459997,-173.091625854,-173.1364838046,-173.3741771226,-173.31860397079998,-173.22138032499998,-173.36395642760002,-172.689109141,-172.63583366479997,-172.4900528376,-172.37049447279998,-172.320879978
R.Arm direction_x,-0.7398427724837999,-0.7949121952058,-0.7861240744592,-0.8347092866898,-0.8930721163748,-0.9492635726928,-0.9688707113268,-0.9713011026381999,-0.9472965717316001,-0.9183872938158,-0.9204246997834,-0.9236107587814001,-0.9289858222003999,-0.9359430909158,-0.9340729355812,-0.9381179809572,-0.9466074585916001,-0.9434334397314,-0.9436143279075999,-0.9465949296952001,-0.9475663661958,-0.9459728121758,-0.9470069050788,-0.9495706200602001,-0.9504542589188001,-0.9501776218414,-0.9510152578353999,-0.9543702721595999,-0.9518633008002,-0.9516038894652,-0.9513105154038002,-0.9483898162841999,-0.9488712310792,-0.9457841277122,-0.9432996392252001,-0.941283416748,-0.9426349759102001,-0.941582322121
R.Arm direction_y,-0.2470885217188,-0.4973236620428,-0.4951104760172001,-0.49387447834019993,-0.4067213058468,-0.2113957494498,-0.054479160159819996,0.11655292250212002,0.28388467133039996,0.3860721588134,0.3890039861204,0.38221221566179997,0.3696309685708,0.3460537910458,0.3379452824594,0.3071627140044,0.28395606279360003,0.2990958273414,0.2934323310852,0.2857241511342,0.28562889099120004,0.2924652576446,0.2885337769986,0.2803333938122,0.280081230402,0.28190733194359996,0.27975781559920004,0.26552757620799994,0.27444249987599995,0.2766664326192,0.2774831533432,0.28498740196219996,0.28452526926980004,0.3013943195344,0.307858580351,0.315436398983,0.3140236079694,0.318145573139
R.Arm direction_z,-0.3934047639368,-0.347417330742,-0.3699405789376,-0.24108746945880002,-0.1882693231106,-0.2240360170602,-0.23951306343079998,-0.1952906847002,-0.1446131318806,-0.08097292110334,-0.03833397328852,-0.02795792892576,0.008479322865618,0.06270738840104,0.11310574263347999,0.15960179567359997,0.15253132581699996,0.1428013890982,0.1531865298748,0.14937000274640003,0.1432914972304,0.139968907833,0.14112617075439998,0.1404236853122,0.1348684847356,0.1330035686492,0.1315415441992,0.13655044138420003,0.13648552894580002,0.13380843400939998,0.13416106104859998,0.1390306591988,0.1365681380032,0.12100433707239999,0.12411654442539999,0.12032150030120001,0.11325110793099999,0.110481619835
R.wrist position_x,41.35776062012,37.0040611267,39.71029739382,36.85149154664,38.44961776734,35.33246688842,30.120672225939995,27.15488967896,26.03142929078,24.173112106319998,23.5755050659,22.07741470338,18.399020004279997,11.943065071110002,5.6749874115,3.3452408790600003,3.3731785774220002,2.76302447319,2.3739901065840003,2.553325700762,2.61690864563,2.49114933014,2.193962812422,1.838649630546,1.6403515338880001,1.398924899104,1.00068871975,1.1195699214933998,0.9528563022606,0.8239343166354001,0.8053299307821999,0.26535808444020004,0.49373554289339994,1.367042040824,1.8766019344340001,2.363951826096,2.635953474044,2.6416273117099998
R.wrist position_y,139.97829284660003,137.48940124519999,136.30151977539998,134.007131958,142.1860839844,144.707562256,151.827548218,167.8668518066,175.8291778564,174.3393798828,169.95305786139997,167.924066162,172.56119079579997,180.87359008779998,189.0374908448,193.86456298820002,195.18339843760003,196.61167602519998,197.6964447022,197.6668670656,197.4967407224,197.08490600580004,197.0426818848,196.8088928222,196.3299224854,195.9970947264,196.6874267576,198.0759094238,197.2019226074,197.0749023438,197.20889587399998,194.57138366699996,193.15772705080002,192.889175415,194.0030639648,193.6602233888,192.8117767334,192.642044067
R.wrist position_z,-40.045541381860005,-60.419504547120006,-55.4111564636,-47.04007568358,-36.050960922239994,-26.34161987306,-18.40920658112,-3.794095440214581,14.47990074157,26.622307205200002,28.372163772560004,26.887189865099998,29.089875411999998,36.69437637332,50.73739852906,56.731100463839994,56.830876922599984,59.54222183226,61.71216964722,62.10764694213999,62.07799911498,62.26118698122,62.3238510132,62.1755767822,62.18062515258,62.270942687979996,62.47444992066001,62.71907958984,62.49938278196,62.28296432498,62.67064285278,63.40155334472,62.48510818479999,62.2984298706,62.94471817016,63.038957214339995,62.735146331779994,62.6717033386
R.elbow position_x,213.14230346660003,221.5752044676,222.24092712420003,230.6631469726,245.81257629380002,255.74254760739996,255.08335571280003,252.6818878174,245.9847961424,237.4140136718,237.28947753899996,236.5311553956,234.1008056642,229.26026306160003,222.55795288099998,221.16742248539998,223.1665405274,221.8194091796,221.4723785398,222.34378356919996,222.6329193116,222.1371520996,222.08007202139999,222.32002868680001,222.32689819339998,222.0212463378,221.81749572760003,222.71539001460002,221.9665740968,221.77742004380002,221.690701294,220.4725646972,220.81272583,220.96923828119998,220.9019226076,220.92112121580004,221.50694580099997,221.268188477
R.elbow position_y,197.34991912840002,252.96329040519998,251.2615234374,248.68014221180002,236.6229522704,193.7916687012,164.4770965576,140.8043609618,109.9138275148,84.69704895022,79.62998199462001,79.17798156736,86.73634796142,100.52314910896001,110.56976623519999,122.5442687988,129.25146484379997,127.16443328860001,129.5642166138,131.3244049074,131.17639160139998,129.17721862800002,130.0478485108,131.7181091306,131.29769287100004,130.5408599852,131.7302917482,136.42289733879997,133.47895507799998,132.83555297860002,132.7799163816,128.3999862674,127.0936325072,122.9082443238,122.52119293220001,120.4188522338,119.8984420776,118.77163696299999
R.elbow position_z,51.299349594119995,20.247536849979998,30.48557319642,8.938172531129998,7.663407611854,25.67743988038,37.203477478,41.55056686402,48.05771179198,45.423458099360005,37.2729522705,33.37875862119999,27.121056365959998,22.13430900574,24.475308609000002,19.67306251526,21.4145362854,26.385079574579997,26.14369544984,27.425334548940004,28.80706062314,29.761721801740002,29.555680084240002,29.57051582338,30.865429687480002,31.388762664799998,31.93173866272,31.013349914560003,30.80872459414,31.21390190124,31.51970443724,31.11993980406,30.77527046206,34.20235824586,34.12602233888,35.10143508912,36.439302825919995,37.0189056396
R.Thumb_M_s_x,26.702550506599998,25.35778427124,27.30811462402,25.15349807738,28.507344818119996,29.826801300039996,26.890972137460004,27.173207473759998,31.739923477180003,33.45720825194,32.53169326782,30.82226982116,26.92851028444,20.72324066162,15.789594459519998,12.79204807282,11.998500633239999,11.90143489836,11.562858963,11.570474815359999,11.50290431976,11.502009963979999,11.10406703946,10.5696077347,10.33287258148,10.099068450924,9.700984954834,9.443582725524,9.578364562988,9.666423988342,9.698051261904,9.218813323974,9.183946800232,10.368914985619998,11.249862098700001,11.99270038606,12.02742271422,12.005025863599998
R.Thumb_M_s_y,161.1012023924,159.1286865234,157.9581848146,155.7073516846,165.09037475600002,169.30379028320002,177.49640808120003,193.7035369874,200.102987671,197.05686035160002,193.2578918458,191.3097564694,195.9755249024,203.3617218018,209.7924499512,214.9937072756,216.7353088378,217.60982055640002,218.5496948242,218.5877471924,218.5253936768,218.05560607899997,218.05909423840004,217.85882873539998,217.3790100098,217.027102661,217.61349182139998,219.2842010498,218.1769104004,217.80632934559998,217.9034576418,215.3435699464,214.22606811539998,213.7944396974,214.49906921399997,213.96276855479996,213.40942993139998,213.35986328099997
R.Thumb_M_s_z,-46.7079460144,-66.24117431639999,-60.73152084349999,-52.49689559936,-39.38235549924,-28.128129959119995,-18.50858116148,-0.3873745039099997,19.298631668099997,31.5202548981,33.03905639648,31.72976226806,34.303239440940004,43.49861145018,58.50717620848,65.09757995606,65.40046234132001,68.46791839602,70.79066772458,71.12344512938,71.07623901368001,71.26382141114,71.36625061036,71.29870758056,71.29774017334,71.44931182862,71.78602294922,71.91291961672,71.7902191162,71.59916839600001,71.97941741945999,72.73325653074001,71.74981994627998,71.49500732423999,72.36748962402001,72.42270965576,71.93728485108001,71.7878341675
R.Thumb_M_e_x,26.702550506599998,25.35778427124,27.30811462402,25.15349807738,28.507344818119996,29.826801300039996,26.890972137460004,27.173207473759998,31.739923477180003,33.45720825194,32.53169326782,30.82226982116,26.92851028444,20.72324066162,15.789594459519998,12.79204807282,11.998500633239999,11.90143489836,11.562858963,11.570474815359999,11.50290431976,11.502009963979999,11.10406703946,10.5696077347,10.33287258148,10.099068450924,9.700984954834,9.443582725524,9.578364562988,9.666423988342,9.698051261904,9.218813323974,9.183946800232,10.368914985619998,11.249862098700001,11.99270038606,12.02742271422,12.005025863599998
R.Thumb_M_e_y,161.1012023924,159.1286865234,157.9581848146,155.7073516846,165.09037475600002,169.30379028320002,177.49640808120003,193.7035369874,200.102987671,197.05686035160002,193.2578918458,191.3097564694,195.9755249024,203.3617218018,209.7924499512,214.9937072756,216.7353088378,217.60982055640002,218.5496948242,218.5877471924,218.5253936768,218.05560607899997,218.05909423840004,217.85882873539998,217.3790100098,217.027102661,217.61349182139998,219.2842010498,218.1769104004,217.80632934559998,217.9034576418,215.3435699464,214.22606811539998,213.7944396974,214.49906921399997,213.96276855479996,213.40942993139998,213.35986328099997
R.Thumb_M_e_z,-46.7079460144,-66.24117431639999,-60.73152084349999,-52.49689559936,-39.38235549924,-28.128129959119995,-18.50858116148,-0.3873745039099997,19.298631668099997,31.5202548981,33.03905639648,31.72976226806,34.303239440940004,43.49861145018,58.50717620848,65.09757995606,65.40046234132001,68.46791839602,70.79066772458,71.12344512938,71.07623901368001,71.26382141114,71.36625061036,71.29870758056,71.29774017334,71.44931182862,71.78602294922,71.91291961672,71.7902191162,71.59916839600001,71.97941741945999,72.73325653074001,71.74981994627998,71.49500732423999,72.36748962402001,72.42270965576,71.93728485108001,71.7878341675
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,26.702550506599998,25.35778427124,27.30811462402,25.15349807738,28.507344818119996,29.826801300039996,26.890972137460004,27.173207473759998,31.739923477180003,33.45720825194,32.53169326782,30.82226982116,26.92851028444,20.72324066162,15.789594459519998,12.79204807282,11.998500633239999,11.90143489836,11.562858963,11.570474815359999,11.50290431976,11.502009963979999,11.10406703946,10.5696077347,10.33287258148,10.099068450924,9.700984954834,9.443582725524,9.578364562988,9.666423988342,9.698051261904,9.218813323974,9.183946800232,10.368914985619998,11.249862098700001,11.99270038606,12.02742271422,12.005025863599998
R.Thumb_P_s_y,161.1012023924,159.1286865234,157.9581848146,155.7073516846,165.09037475600002,169.30379028320002,177.49640808120003,193.7035369874,200.102987671,197.05686035160002,193.2578918458,191.3097564694,195.9755249024,203.3617218018,209.7924499512,214.9937072756,216.7353088378,217.60982055640002,218.5496948242,218.5877471924,218.5253936768,218.05560607899997,218.05909423840004,217.85882873539998,217.3790100098,217.027102661,217.61349182139998,219.2842010498,218.1769104004,217.80632934559998,217.9034576418,215.3435699464,214.22606811539998,213.7944396974,214.49906921399997,213.96276855479996,213.40942993139998,213.35986328099997
R.Thumb_P_s_z,-46.7079460144,-66.24117431639999,-60.73152084349999,-52.49689559936,-39.38235549924,-28.128129959119995,-18.50858116148,-0.3873745039099997,19.298631668099997,31.5202548981,33.03905639648,31.72976226806,34.303239440940004,43.49861145018,58.50717620848,65.09757995606,65.40046234132001,68.46791839602,70.79066772458,71.12344512938,71.07623901368001,71.26382141114,71.36625061036,71.29870758056,71.29774017334,71.44931182862,71.78602294922,71.91291961672,71.7902191162,71.59916839600001,71.97941741945999,72.73325653074001,71.74981994627998,71.49500732423999,72.36748962402001,72.42270965576,71.93728485108001,71.7878341675
R.Thumb_P_e_x,7.866644954676,4.686543655396,3.7007274150839997,2.3671121597298006,8.906954193124001,16.29101467132,17.33652038574,22.19324378966,33.296380615219995,43.06443099976,43.250315094,41.025072479239995,37.09375534058,33.03787612914,31.386580276500002,27.2907436371,25.17031707762,25.61364517212,25.5937160492,25.3091796875,25.10826606752,25.21050453186,24.77489204408,23.966790008539995,23.5050807953,22.994720840459998,22.469276809700002,22.06116638184,22.669346237200003,23.40185279846,23.53216514588,22.764404296880002,22.43105773926,23.443543243420002,24.56439857482,25.56238708496,25.49860038758,25.410112380999998
R.Thumb_P_e_y,183.5569793702,183.5390441896,180.64708251960002,180.92685241700002,189.9857666018,196.1702453612,203.595718384,215.1122406008,222.907687378,224.11011047380003,222.96982116699996,222.1559020994,226.00788879420003,229.617236328,232.52169799800004,234.6773834228,234.2671173096,234.057513428,234.57823486319998,234.1391815184,233.9223571776,233.46777648939997,233.64105224620002,233.57698974600004,233.3609069824,233.01575012199996,233.2300292966,234.6812805176,232.81024169920002,232.18938293460002,232.33043212879997,230.47371521,229.58771667460002,229.32815856939996,229.91842346180002,229.85898437499995,229.6326293944,229.62942504900002
