,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
L.Thumb_P_e_z,0.0,0.0,0.0,0.0,0.0,12.39509353638,0.0,0.0,13.468223571780001,0.0,0.0,13.203756713859999,61.89845504760001,55.424093627939996,52.9081413269,56.24779663086,59.566005706780004,58.1816871643,56.61541824342,54.15308532712,54.735838317879995,60.136026001000005,61.57431259158,61.1954872131,61.54101562497999,61.8432876587,61.6549777985
L.Thumb_P_d_x,0.0,0.0,0.0,0.0,0.0,0.14550474882120001,0.0,0.0,0.1601744413376,0.0,0.0,0.1597831487656,0.865813803673,0.8207208275794,0.8335730195048001,0.824944138527,0.8258830308914,0.8317059874534,0.8121134042739999,0.8172755718234,0.8203789114952,0.826579141617,0.8496405839919999,0.8455013871196,0.8476388812066,0.8501849055288,0.851329267025
L.Thumb_P_d_y,0.0,0.0,0.0,0.0,0.0,-0.137184894085,0.0,0.0,-0.11767574548720001,0.0,0.0,-0.11850051879880001,-0.31981708109379997,-0.3919342815874,-0.359655159712,-0.3801015913484,-0.3968577027322,-0.36598400473579995,-0.4040620863436001,-0.3820509016514,-0.37017038464540003,-0.38773323893539996,-0.3461218476294,-0.346163702011,-0.34610564112639997,-0.34496850967400006,-0.3416043967005
L.Thumb_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0029450366273599997,0.0,0.0,-0.0222837612032,0.0,0.0,-0.0206633597612,0.3778270184996,0.4155584931372,0.4191986203192,0.4180821418762,0.4003272593021999,0.4174580991268,0.420696491003,0.4312723040578,0.4356724381446,0.40736833810799994,0.39785838723160005,0.4065677940844,0.40213643908499996,0.3977182090284,0.39817667007449997
L.Thumb_I_s_x,0.0,0.0,0.0,0.0,0.0,40.6008026124,0.0,0.0,38.689920044000004,0.0,0.0,38.7263946534,155.2315582276,156.61300048820002,156.7516387938,155.116378784,154.7550811768,154.5582397462,156.3765838622,158.5363739014,157.61744384780002,155.60665283219998,154.706161499,155.30774841299998,155.70884704579998,155.85391845680002,155.963432312
L.Thumb_I_s_y,0.0,0.0,0.0,0.0,0.0,36.8695892334,0.0,0.0,37.229302978599996,0.0,0.0,36.9087402344,141.302218628,135.907965088,132.4975280762,138.26166992179998,143.31122741719997,141.309890747,139.76789855980002,135.1189788818,135.57548217779998,143.919189453,144.82923584,144.0336425782,143.4383422852,143.1171417236,142.4129333495
L.Thumb_I_s_z,0.0,0.0,0.0,0.0,0.0,12.39509353638,0.0,0.0,13.468223571780001,0.0,0.0,13.203756713859999,61.89845504760001,55.424093627939996,52.9081413269,56.24779663086,59.566005706780004,58.1816871643,56.61541824342,54.15308532712,54.735838317879995,60.136026001000005,61.57431259158,61.1954872131,61.54101562497999,61.8432876587,61.6549777985
L.Thumb_I_e_x,0.0,0.0,0.0,0.0,0.0,35.5044403076,0.0,0.0,33.3514099122,0.0,0.0,33.3952911376,132.4516937256,134.8711486816,134.15598449700002,133.5375518798,133.13744812,133.448764038,135.8237884522,137.0860015872,136.1350433352,133.6626831054,131.6377777098,132.5197143554,133.0250885008,133.12873535160003,133.358314514
L.Thumb_I_e_y,0.0,0.0,0.0,0.0,0.0,38.983239745999995,0.0,0.0,39.1308563232,0.0,0.0,38.829650879,153.8692016604,150.75932312,146.3284332276,153.12097167960002,157.9154113772,156.226953125,155.9245056152,150.496130371,150.7329589844,157.8366119386,156.83373718260003,156.3109741212,156.0148132322,155.7532073974,155.2505340575
L.Thumb_I_e_z,0.0,0.0,0.0,0.0,0.0,10.8371017456,0.0,0.0,12.60093688964,0.0,0.0,12.33358001708,49.908939361579996,44.1089576721,41.96332244872001,44.64727859496001,47.70535354616,45.807028961179995,44.865018463140004,42.969857025139994,43.32033081056001,48.07837677002,49.51568374634,48.881092834460006,49.33579406736,49.77732315066,49.57617759705
L.Thumb_I_d_x,0.0,0.0,0.0,0.0,0.0,0.1777891278266,0.0,0.0,0.18623653650279998,0.0,0.0,0.1859781861306,0.794686758518,0.7584753632546001,0.7882606506348,0.7527881264686,0.7541417956350001,0.7364145874974001,0.7169944286348,0.7483068704608,0.7494242548943999,0.765526175499,0.8047521710398,0.7949718952179999,0.7913341522216,0.7927793264391999,0.7885908186435
L.Thumb_I_d_y,0.0,0.0,0.0,0.0,0.0,-0.073735743761,0.0,0.0,-0.066336619854,0.0,0.0,-0.0670119225978,-0.4384053766728,-0.5180970430374001,-0.4824980139732,-0.5183741390706,-0.509474170208,-0.5203891634940001,-0.5636312127113999,-0.5364395499228,-0.5287761330603999,-0.4855161368848,-0.418783068657,-0.4283008158206,-0.43873642086959996,-0.440815448761,-0.44784611463549995
L.Thumb_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0543513178826,0.0,0.0,0.030255720019400002,0.0,0.0,0.0303565442562,0.41826015114799997,0.3947341680528,0.38181545138379996,0.404689848423,0.4137647092344,0.4316961169244,0.4099184930324,0.3901324748992,0.39823566079140005,0.42063702940939995,0.4206713378428,0.4295937776566,0.42578519582740004,0.4209271788598,0.421374976635
L.Thumb_D_s_x,0.0,0.0,0.0,0.0,0.0,35.5044403076,0.0,0.0,33.3514099122,0.0,0.0,33.3952911376,132.4516937256,134.8711486816,134.15598449700002,133.5375518798,133.13744812,133.448764038,135.8237884522,137.0860015872,136.1350433352,133.6626831054,131.6377777098,132.5197143554,133.0250885008,133.12873535160003,133.358314514
L.Thumb_D_s_y,0.0,0.0,0.0,0.0,0.0,38.983239745999995,0.0,0.0,39.1308563232,0.0,0.0,38.829650879,153.8692016604,150.75932312,146.3284332276,153.12097167960002,157.9154113772,156.226953125,155.9245056152,150.496130371,150.7329589844,157.8366119386,156.83373718260003,156.3109741212,156.0148132322,155.7532073974,155.2505340575
L.Thumb_D_s_z,0.0,0.0,0.0,0.0,0.0,10.8371017456,0.0,0.0,12.60093688964,0.0,0.0,12.33358001708,49.908939361579996,44.1089576721,41.96332244872001,44.64727859496001,47.70535354616,45.807028961179995,44.865018463140004,42.969857025139994,43.32033081056001,48.07837677002,49.51568374634,48.881092834460006,49.33579406736,49.77732315066,49.57617759705
L.Thumb_D_e_x,0.0,0.0,0.0,0.0,0.0,32.3549804688,0.0,0.0,30.005645752,0.0,0.0,30.029153442400002,120.5103439332,125.47057647700001,123.1636245726,123.70866241440001,121.6541244506,122.9708114626,126.00019988999998,127.51252899139999,126.29477539060001,122.03141021740001,117.8487915038,119.2272781374,120.09938507060001,120.1726104738,120.5722732545
L.Thumb_D_e_y,0.0,0.0,0.0,0.0,0.0,38.056576538,0.0,0.0,38.5203063964,0.0,0.0,38.2224273682,166.5605682374,167.14123535160002,162.03667907699997,168.8949005126,171.5870239258,170.613827515,171.4410278318,167.0013366698,166.9125122074,171.1763061524,167.6390319826,167.61399230959998,167.82490539539998,167.63082275419998,167.36327362050002
L.Thumb_D_e_z,0.0,0.0,0.0,0.0,0.0,8.66726837158,0.0,0.0,10.621269226079999,0.0,0.0,10.38771743774,40.97524261474,38.672647857659996,37.54589767456,38.304854583760005,39.46060943604,37.4454284668,37.833445739720005,38.20761032103999,38.055136108400006,39.67197113038,40.55836639406,39.79200515746,40.3584007263,40.9338043213,40.8043212891
L.Thumb_D_d_x,0.0,0.0,0.0,0.0,0.0,0.160065126419,0.0,0.0,0.170041835308,0.0,0.0,0.1710773348808,0.6068957448008,0.47776561379439997,0.5586649894714,0.4995339334012,0.5836174488068001,0.5325213313102,0.4992645978928,0.4865529239178,0.5001123905182,0.591136610508,0.7007980108262,0.6755619883538,0.6569234251976,0.6584695100786001,0.6498254835605
L.Thumb_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0470958411694,0.0,0.0,0.0310299903154,0.0,0.0,0.030860942602200004,-0.6450139045716,-0.8325785040854001,-0.7983405709266,-0.8016788482666,-0.6948329448698,-0.7311845779418,-0.7885967731476,-0.8388446807859999,-0.822294163704,-0.6779637575148,-0.5491577982904,-0.5744537115096,-0.6002246975902,-0.603656375408,-0.6156062483785
L.Thumb_D_d_z,0.0,0.0,0.0,0.0,0.0,0.1102775335312,0.0,0.0,0.1006126880646,0.0,0.0,0.0988946437836,0.4540376544,0.2762897610666,0.2245068907736,0.32234119772899994,0.41902297735219995,0.4249618947506,0.35736587643639994,0.2420318245886,0.26759323477740005,0.427239060402,0.4552379846572,0.4619350373746,0.4562583446504,0.44945440888380006,0.4458123892545
L.Index_M_s_x,0.0,0.0,0.0,0.0,0.0,43.087573242199994,0.0,0.0,41.9182159424,0.0,0.0,41.917269897400004,199.36460266119997,201.78165283200002,203.1963684082,200.2345581054,198.3388061522,198.6863708496,200.4988372802,203.6291046144,203.00375671400002,199.0722229004,197.92252502419998,198.50472412119998,199.1609863278,199.481890869,199.79418182349997
L.Index_M_s_y,0.0,0.0,0.0,0.0,0.0,30.359454345799996,0.0,0.0,30.952877807599997,0.0,0.0,30.683605956999997,121.607951355,120.2365890504,121.12230529799999,121.82285766599998,122.21941528299999,121.75112304700001,121.216545105,121.2424942016,121.73476409899999,122.8231460572,123.224183655,122.8224609376,122.65360870340001,122.63347930900002,122.43252182
L.Index_M_s_z,0.0,0.0,0.0,0.0,0.0,13.999063110360002,0.0,0.0,13.895379638680001,0.0,0.0,13.72433929444,60.51787109375999,55.98875427248,54.44009323117999,56.810152435300004,58.9215660095,58.3596168518,56.98908538818,55.492761993399995,56.33810043335999,59.88634033202,61.05383300780001,60.95534591674,61.02947235108,61.088067626939996,60.8696231842
L.Index_M_e_x,0.0,0.0,0.0,0.0,0.0,35.253414917,0.0,0.0,33.715005493199996,0.0,0.0,33.7493499756,153.8529510498,159.6432220458,162.46870117179998,157.97752380379998,154.6271331786,155.5865081786,157.5342895508,161.23392333980001,161.14602661119997,155.18918762200002,153.0819122314,153.54082336439998,154.0969970702,154.3450103758,154.7227630615
L.Index_M_e_y,0.0,0.0,0.0,0.0,0.0,32.872702026400006,0.0,0.0,33.853829956,0.0,0.0,33.6213623046,130.534713745,130.66806030280003,131.48403015160002,131.6979125976,133.32435607899998,133.03589477539998,131.6197143554,131.13565063480002,131.29335632340002,133.2095520018,133.62745361319998,133.0019378662,132.62131958,132.59008178699997,132.435394287
L.Index_M_e_z,0.0,0.0,0.0,0.0,0.0,4.64779319764,0.0,0.0,4.98310966492,0.0,0.0,4.79173812866,19.021840858460003,11.362136077886001,8.48408164978,12.159059333799998,15.977491569539998,14.846020698560002,13.12445106506,10.96126880646,11.22991065978,16.94360446932,19.10753974914,19.086200332620002,19.216830062859998,19.351448822019996,19.073382377599998
L.Index_M_d_x,0.0,0.0,0.0,0.0,0.0,0.1257954835892,0.0,0.0,0.13172144889839998,0.0,0.0,0.13115479946140002,0.730794608593,0.6766297340393999,0.6539766907692,0.6785342216489999,0.7018917560579999,0.6920677900316,0.6898949861526,0.6807524442674,0.6721224784850001,0.7046434164045999,0.72001953125,0.7219991683959999,0.7236063241956,0.7247767567633999,0.7237256467340001
L.Index_M_d_y,0.0,0.0,0.0,0.0,0.0,-0.040355989337,0.0,0.0,-0.0465814739466,0.0,0.0,-0.0471724539996,-0.143339769542,-0.1675013393164,-0.16638140678420002,-0.15856679677979998,-0.1783154428004,-0.18120306134220002,-0.16704689860340002,-0.1588574528694,-0.1534852564334,-0.1667777210472,-0.167048510909,-0.16345498859860003,-0.16005459725840002,-0.1598762273788,-0.160619199276
L.Index_M_d_z,0.0,0.0,0.0,0.0,0.0,0.150156199932,0.0,0.0,0.1431070327758,0.0,0.0,0.14343352317820002,0.6663145422934,0.7165833353996,0.7379298210144001,0.7169763445856,0.6895661830901999,0.6987112283706001,0.7043479561806001,0.71505587101,0.7243160843850001,0.6895447254179999,0.673544561863,0.6723057270052,0.6713984489442,0.6701777338982,0.6711351275445001
L.Index_P_s_x,0.0,0.0,0.0,0.0,0.0,35.253414917,0.0,0.0,33.715005493199996,0.0,0.0,33.7493499756,153.8529510498,159.6432220458,162.46870117179998,157.97752380379998,154.6271331786,155.5865081786,157.5342895508,161.23392333980001,161.14602661119997,155.18918762200002,153.0819122314,153.54082336439998,154.0969970702,154.3450103758,154.7227630615
L.Index_P_s_y,0.0,0.0,0.0,0.0,0.0,32.872702026400006,0.0,0.0,33.853829956,0.0,0.0,33.6213623046,130.534713745,130.66806030280003,131.48403015160002,131.6979125976,133.32435607899998,133.03589477539998,131.6197143554,131.13565063480002,131.29335632340002,133.2095520018,133.62745361319998,133.0019378662,132.62131958,132.59008178699997,132.435394287
L.Index_P_s_z,0.0,0.0,0.0,0.0,0.0,4.64779319764,0.0,0.0,4.98310966492,0.0,0.0,4.79173812866,19.021840858460003,11.362136077886001,8.48408164978,12.159059333799998,15.977491569539998,14.846020698560002,13.12445106506,10.96126880646,11.22991065978,16.94360446932,19.10753974914,19.086200332620002,19.216830062859998,19.351448822019996,19.073382377599998
L.Index_P_e_x,0.0,0.0,0.0,0.0,0.0,31.069781494199997,0.0,0.0,28.664785766599998,0.0,0.0,28.699874878000003,124.4939300538,129.3051696776,131.58566589359998,128.24223938,126.46774139419999,126.71213378940001,128.4129135132,131.024429321,130.7476226806,127.0688888552,124.5743225098,124.41301727280002,124.71628875740001,124.96726684560001,125.294574738
L.Index_P_e_y,0.0,0.0,0.0,0.0,0.0,34.2189605712,0.0,0.0,36.2502563476,0.0,0.0,36.0758392334,144.3117767334,142.41000671359998,142.2116271974,143.77524414060002,146.64454650880003,147.34816589340002,144.9807647704,140.9819213868,141.3497314452,146.8720977784,148.291720581,147.5083343508,146.6404479982,146.449761963,146.23549652100002
L.Index_P_e_z,0.0,0.0,0.0,0.0,0.0,-1.08547668457,0.0,0.0,0.407305526734,0.0,0.0,0.24597814083,3.1354797840112,-4.306178712842,-6.851870727542,-4.337750291824,-2.298959398268,-1.4572209596639998,-3.5223448753360005,-6.170271968841999,-5.429728412628,-1.1365084275602002,2.4736347198499997,3.41152048111,3.5686734676339995,3.5559978961940004,3.319721102715
L.Index_P_d_x,0.0,0.0,0.0,0.0,0.0,0.11582660675039999,0.0,0.0,0.13981864452360002,0.0,0.0,0.1397979855538,0.8128235578538,0.8399287104605999,0.8550167560574,0.8232406020162,0.7796110868454,0.7994057297706,0.8062442302704002,0.8363694429397999,0.8415996551514,0.7785287618637999,0.789251112938,0.8064222812654,0.8134239435196001,0.81334195137,0.814738333225
L.Index_P_d_y,0.0,0.0,0.0,0.0,0.0,-0.037272039055799996,0.0,0.0,-0.0663466334342,0.0,0.0,-0.0679537832736,-0.38142694234839997,-0.3250834286214,-0.2970004498956,-0.3343687415122,-0.3687781453134,-0.39624448418619995,-0.3699093580246,-0.27260039448719997,-0.2784173071384,-0.37825645804380004,-0.405989742279,-0.40161903500560003,-0.38812866210920005,-0.38371425867079995,-0.382064729929
L.Index_P_d_z,0.0,0.0,0.0,0.0,0.0,0.15872929096219998,0.0,0.0,0.126684141159,0.0,0.0,0.1258523106576,0.43982420563679997,0.43378748893740005,0.4245857417582,0.45672486424459996,0.5059954404832,0.45136578083019996,0.4608773589134,0.47429783344259996,0.461232995987,0.5005596816538,0.4605204522607999,0.43396372199059996,0.4332293570042,0.43730733394619997,0.43615026772050003
L.Index_I_s_x,0.0,0.0,0.0,0.0,0.0,31.069781494199997,0.0,0.0,28.664785766599998,0.0,0.0,28.699874878000003,124.4939300538,129.3051696776,131.58566589359998,128.24223938,126.46774139419999,126.71213378940001,128.4129135132,131.024429321,130.7476226806,127.0688888552,124.5743225098,124.41301727280002,124.71628875740001,124.96726684560001,125.294574738
L.Index_I_s_y,0.0,0.0,0.0,0.0,0.0,34.2189605712,0.0,0.0,36.2502563476,0.0,0.0,36.0758392334,144.3117767334,142.41000671359998,142.2116271974,143.77524414060002,146.64454650880003,147.34816589340002,144.9807647704,140.9819213868,141.3497314452,146.8720977784,148.291720581,147.5083343508,146.6404479982,146.449761963,146.23549652100002
L.Index_I_s_z,0.0,0.0,0.0,0.0,0.0,-1.08547668457,0.0,0.0,0.407305526734,0.0,0.0,0.24597814083,3.1354797840112,-4.306178712842,-6.851870727542,-4.337750291824,-2.298959398268,-1.4572209596639998,-3.5223448753360005,-6.170271968841999,-5.429728412628,-1.1365084275602002,2.4736347198499997,3.41152048111,3.5686734676339995,3.5559978961940004,3.319721102715
L.Index_I_e_x,0.0,0.0,0.0,0.0,0.0,28.716094970799997,0.0,0.0,25.8235595704,0.0,0.0,25.859069824200002,114.80451812719998,116.44888458280002,117.2593444824,115.0340377808,114.7237823486,115.653225708,116.1422607424,115.9303237914,116.1015716554,115.80762023920002,115.0734008788,114.8237854002,114.62670288080001,114.6751327514,114.89553833
L.Index_I_e_y,0.0,0.0,0.0,0.0,0.0,34.9763580322,0.0,0.0,37.598474120999995,0.0,0.0,37.456713867199994,159.0805297852,151.0428497312,147.95717773439998,153.7459808348,160.3828704832,160.74140625,156.0364227294,148.63189697260003,149.29677429199998,160.80739440940002,163.90438232420001,162.7576812744,161.55690917980002,161.18649597159998,160.6963653565
