,0,1,2,3,4,5,6,7,8
hands,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fingers,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
L.hand.palm_position_x,-17.486265563959996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.hand.palm_position_y,52.681750488199995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.hand.palm_position_z,-1.350036430358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.pitch,17.94325413268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.roll,7.01731594462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.yaw,17.96022578692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Arm direction_x,0.1903883218766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Arm direction_y,0.0596931099892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Arm direction_z,0.01374835371972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.wrist position_x,-29.3068115234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.wrist position_y,45.4576019288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.wrist position_z,-3.0399684905999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.elbow position_x,-76.4631774902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.elbow position_y,30.6725036622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.elbow position_z,-6.445232391359999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_s_x,-26.220135498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_s_y,46.807147216800004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_s_z,2.6868278503400003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_e_x,-26.220135498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_e_y,46.807147216800004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_e_z,2.6868278503400003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_s_x,-26.220135498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_s_y,46.807147216800004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_s_z,2.6868278503400003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_e_x,-21.982392883400003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_e_y,51.72650756840001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_e_z,9.14576416016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_x,-0.09254321455959999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_y,-0.10742828845980001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_z,-0.1410493254662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_x,-21.982392883400003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_y,51.72650756840001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_z,9.14576416016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_x,-18.705126953119997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_y,54.95982055659999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_z,13.32017822266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_d_x,-0.10547089576719999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_d_y,-0.1040563702584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_d_z,-0.1343434333802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_s_x,-18.705126953119997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_s_y,54.95982055659999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_s_z,13.32017822266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_e_x,-15.489466857919998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_e_y,56.7706970214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_e_z,15.459501647940002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_d_x,-0.15076718330379998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_d_y,-0.0849034786224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_d_z,-0.10030281543740001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_s_x,-26.259982299799997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_s_y,50.27081603999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_s_z,0.05731480121620001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_e_x,-14.84111938476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_e_y,56.9203430176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_e_z,2.8133512496999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_d_x,-0.1691904425622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
