,0,1,2,3,4,5,6,7,8
hands,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fingers,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
L.hand.palm_position_x,-44.5032714844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.hand.palm_position_y,47.57593383780001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.hand.palm_position_z,-26.564132690400005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.pitch,14.05580274382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.roll,9.50964722072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.yaw,10.82457339846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Arm direction_x,0.00341222770512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Arm direction_y,0.0987400650978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Arm direction_z,-0.1738929390908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.wrist position_x,-50.5718414306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.wrist position_y,37.61119995119999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.wrist position_z,-21.8498031616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.elbow position_x,-51.351727295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.elbow position_y,15.043565368660001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.elbow position_z,17.8944732666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_s_x,-45.4776062012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_s_y,38.349533081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_s_z,-21.858868408200003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_e_x,-45.4776062012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_e_y,38.349533081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_e_z,-21.858868408200003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_s_x,-45.4776062012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_s_y,38.349533081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_s_z,-21.858868408200003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_e_x,-37.7429382324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_e_y,41.306918335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_e_z,-23.5469604492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_x,-0.1830455064774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_y,-0.0699882805348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_z,0.0399497002364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_x,-37.7429382324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_y,41.306918335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_z,-23.5469604492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_x,-32.664050293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_y,43.385910034199995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_z,-25.2054107666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_d_x,-0.1771795272828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
