,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
R.Index_D_d_z,-0.5435023903846,-0.910085594654,-0.9546294689178,-0.929474902153,-0.8443181514740001,-0.9075552344322,-0.9281333565714001,-0.9165872097014001,-0.9224281072615999,-0.9170285105705999,-0.9199393749236,-0.9819185614585999,-0.9954343199729999,-0.9917549014089999,-0.9856721639634,-0.9801435947416,-0.8552129864694,-0.437044787407,-0.485078418255,-0.25330160856239997,-0.40396255850800006,-0.6257122159006,-0.6664407372475999,-0.45070711970319993,-0.2270309716466,-0.013708610138523805,0.1740367829798,-0.25950012207019996,-0.2624633401632,-0.2269546449186,-0.37076864838600004,-0.298610344529,-0.10417522341005998,0.0027624597772860004,-0.11209264695648,-0.38629225492479996,-0.5363694667816,-0.529028350115,-0.15019712336354402,-0.26888005957023997,-0.6934914827348001,-0.8203763127325999,-0.907408607006,-0.9399581074714,-0.9531635403633999,-0.9905497193336,-0.9904550433158,-0.8973335742949999,-0.8310864567758001,-0.8331336140632001,-0.8282489180566,-0.8085862278936,-0.821212589741
R.Middle_M_s_x,13.285908627514399,2.405369949342,-2.0302188694476,-22.3948659897,-58.99038467408,-85.17284393311999,-85.09320220948,-86.62911834716002,-85.64770812987999,-75.08035736084,-41.855611419679995,0.7211848258940006,25.23836212158,22.633322906500002,17.945302963280003,19.34025230408,31.604986953719997,35.35523757934,33.419377899180006,32.13886413576,32.49484405518,32.971878051740006,33.266294860840006,33.13441390992,32.935079956059994,32.453771209719996,31.7844593048,31.33077278138,31.05967903138,30.97233161926,31.139933776880003,32.04948844908,32.38477325437999,32.048683929419994,31.20019035338,30.6910308838,32.111164093,35.91259307862,40.674237060539994,42.458441925040006,40.8904571533,38.377027893059996,37.61716308594,37.223864746100006,36.99461135864,36.97171249388,37.18529663086001,36.70607604982,35.71986465456,34.86682510376,34.76408615112,34.622721099859994,34.48733711245
R.Middle_M_s_y,232.784011841,230.5044799806,229.13492431640003,228.7407714844,239.563720703,254.389956665,253.9529388428,255.8976348876,256.04925537099996,256.0865203856,257.00939941420006,239.15517883299998,225.32374877919997,223.2700439452,224.1689727784,225.6658721922,229.314916992,232.7749572754,232.45881347660003,232.8138061524,234.03798522940002,234.6309204104,234.3454040526,233.5647613526,233.27903442379997,232.69156799320004,231.7744384764,231.7454345704,231.1001953124,229.02184143079998,225.169140625,225.00173950200002,224.9684326172,224.29529724140002,223.00560913100003,222.81534118639996,226.35378723160002,228.83425292980002,230.5443389892,230.14922790539998,227.63829345699997,222.065185547,220.715170288,221.02390441900002,221.3864166258,221.45539245599997,221.1259429932,219.410296631,216.5761505126,215.86585388199995,215.8838592528,215.057345581,214.9030380245
R.Middle_M_s_z,51.68353424071999,50.42352523804,53.65852127074,56.609597015359995,60.3483757019,63.06979904174,62.81314010622,68.3478744507,72.0633270264,72.59395446776,71.26920776367999,57.85251541138,51.320664215099995,56.78511734008,56.13895568848001,55.51986618042,54.15033798220001,63.43743209840001,68.44135589598,69.92525024412001,69.93709716798,69.95226135254,70.26340026855999,70.21281127932,70.29640197754,69.89381866454,69.3941696167,69.39562835694001,69.31718139649999,68.56235351564001,67.18977203370001,67.54093780516,68.22844085694001,68.31365356446,67.68244018554,67.44724273684,70.65015716551999,73.76758880616,74.69879302977999,74.0872543335,73.20798187253999,71.4142868042,71.2625793457,71.45349731446001,71.94480895998,72.14028320314,71.83569641113999,71.71685791018,72.01495666504,72.85628051757999,73.84615936277999,75.28973999022,75.91428375244999
R.Middle_M_e_x,-5.40494804384,-17.02477912902,-23.024011993419997,-40.957431411740004,-79.55553817748,-107.0682128906,-107.74906311039999,-104.35593261720001,-99.33687286387999,-89.6421157837,-60.386154174800005,-19.232022285446,-3.9627491474159995,-3.670809221266,-5.478819084168,-3.5706046104439997,6.6767878532400005,15.140280342099999,15.3394826889,13.70775661466,13.622224426279999,13.624563980100001,13.81203193666,13.74064712526,13.517285156219998,12.748424720760001,12.40159931184,12.15941200256,11.785477447519998,11.32742977144,11.620997047420001,12.06852703096,13.32291049956,13.43427772522,12.469391632079999,11.3028781891,11.950915145860002,15.011588287360002,15.68362827302,15.869834518419998,16.24072170258,14.61849117278,13.9839799881,13.45405635834,13.276660346979998,12.842928886420001,12.52030773162,12.296732521060003,12.326825141899999,12.420674514800002,12.70042400362,13.239877891559999,13.332801342
R.Middle_M_e_y,249.7736663816,252.01211547840003,248.3118743896,246.40871276840002,246.79603881840004,248.300628662,250.93567504879996,249.0700286864,251.03240966799999,255.55907897939997,258.72481689459994,256.6287963868,236.05694580080004,233.5304260252,242.6695861816,245.10145568859997,239.1656951904,234.94205322279998,236.8257904054,240.4141021728,240.84052734360003,240.28148193379997,239.9885375976,239.3198883056,239.4097747802,239.25019226060004,238.85632629399998,239.3150146484,238.93533020019999,236.195550537,231.90134887679997,231.78733825679996,233.056549072,233.24112243660002,233.6109466552,233.4433380126,233.35010070799999,232.45086059559998,227.6139587402,225.17764892579999,225.234991455,224.46023254380003,224.362005615,224.20567016599998,224.61055297859997,224.36472778319998,223.51744995120004,223.33115234360002,222.5046142578,222.8038421632,223.109048462,221.56112670919998,221.41355133049998
R.Middle_M_e_z,89.96201744086,113.28724517840001,116.76741638200001,120.9051742554,125.7413940428,128.4151016236,128.1281204224,134.8765045166,139.713079834,140.264404297,137.63369140619997,121.6904800414,113.02275695799999,119.9226364138,118.57465820299998,117.874623108,117.814292908,129.5941696166,135.1138549802,136.224081421,136.19691467299998,136.18520202659997,136.4657135008,136.423132324,136.4658386232,135.9371307372,135.4788421632,135.4880859374,135.3485931396,134.558920288,133.2707946776,133.4784790038,134.2886566162,134.393222046,133.4805633544,133.050933838,136.4969604494,139.6605041504,139.1213165282,137.7945159914,137.82683105479998,136.39467773439998,136.23352661139998,136.39873962400003,136.9071441652,136.96541442899996,136.4805877686,136.376373291,136.90388183599998,137.9782470704,139.0687499998,140.81393737780002,141.512664795
R.Middle_M_d_x,0.2699747681618,0.2806530892848,0.3032385587692,0.2681213855742,0.29704716801639997,0.3162610650062,0.3272457361224,0.25604960620379996,0.19772900044900002,0.21033292114719998,0.2676588237284,0.28820806443700003,0.42178664207460004,0.3799421012402,0.3383426487446,0.3309289336204,0.36006784439100004,0.2919888615608,0.2611495912074,0.2662225544452,0.2725998640062,0.27945644259459995,0.2810012221336,0.2801274061204,0.2804744780064,0.2846279323102,0.27996987700479997,0.27691494226460006,0.2784003913402,0.2837548673154,0.2819353699686,0.2886089801788,0.27533332705499997,0.26887017488459997,0.2705513894558,0.28004633784280003,0.29119862318039996,0.3018982648848,0.36096929907819997,0.384051144123,0.3560456454754,0.3431730091572,0.3413623869416,0.34333581328400004,0.342586785555,0.34852092862140005,0.35626597404480004,0.352573400736,0.33789373636259995,0.32421664595599997,0.318691945076,0.30885803699479997,0.305560320616
R.Middle_M_d_y,-0.24540231376866,-0.310660725832,-0.27699571847919996,-0.25519925951960004,-0.1044650405646,0.08795546367774,0.043581955228002,0.09861929118624,0.07246430963275999,0.0076184679754162,-0.02477782852956,-0.2523923754692,-0.15503242462877997,-0.14820299297584,-0.26722652316080003,-0.2807314008474,-0.14228658899660002,-0.03130196481944,-0.0630774833262,-0.109780177474,-0.09825726598496,-0.08161783069372,-0.08151053488254001,-0.08312819600103999,-0.08855362832546002,-0.09473407417535999,-0.1022921904922,-0.10933651626100001,-0.11317224502560001,-0.1036184817553,-0.09724134206769999,-0.09801253825434,-0.1168263643982,-0.1292152673006,-0.15318560898279998,-0.15351290404799997,-0.10105613619086,-0.052238998934619994,0.0423269910738,0.07181047573686,0.034713768307118,-0.0345945324749,-0.052675615251059994,-0.045958052575600004,-0.04657006636264001,-0.0420230165124,-0.03454339876772,-0.05663361772896001,-0.08563191443682001,-0.10021367669102002,-0.104362075031,-0.0939419075846,-0.09403915330765
R.Middle_M_d_z,-0.5529032111168,-0.9080165743827999,-0.9115575671196,-0.9286981105804,-0.9445497751238001,-0.9438605308533999,-0.9434225320815999,-0.9609526634215999,-0.9771463990208,-0.9774453759194,-0.958581709862,-0.9220881581306,-0.891237270832,-0.9119708538053999,-0.9018336653712,-0.9006644129753999,-0.9195747733116001,-0.9555810689928,-0.9630308151246,-0.9576334118842,-0.9570699334144,-0.9566817164422,-0.9562392950058,-0.9563550233842001,-0.9557644486426,-0.9539427638054001,-0.9545400977134,-0.9546525835992,-0.9537708401678,-0.9532675385475999,-0.9544872879984,-0.9524149537085999,-0.9541868925094,-0.9544663548472,-0.9504012107847999,-0.9475927829742,-0.9511042356492,-0.9517703652382,-0.9305316925048001,-0.9202003836634001,-0.933367407322,-0.9385896444322,-0.9384532809256001,-0.9380819201472,-0.9383288621902001,-0.9363470554352,-0.9337435841562002,-0.93395485878,-0.9372686028482,-0.9406345725059999,-0.9420881152153999,-0.9464445233344001,-0.9475160837175001
R.Middle_P_s_x,-5.40494804384,-17.02477912902,-23.024011993419997,-40.957431411740004,-79.55553817748,-107.0682128906,-107.74906311039999,-104.35593261720001,-99.33687286387999,-89.6421157837,-60.386154174800005,-19.232022285446,-3.9627491474159995,-3.670809221266,-5.478819084168,-3.5706046104439997,6.6767878532400005,15.140280342099999,15.3394826889,13.70775661466,13.622224426279999,13.624563980100001,13.81203193666,13.74064712526,13.517285156219998,12.748424720760001,12.40159931184,12.15941200256,11.785477447519998,11.32742977144,11.620997047420001,12.06852703096,13.32291049956,13.43427772522,12.469391632079999,11.3028781891,11.950915145860002,15.011588287360002,15.68362827302,15.869834518419998,16.24072170258,14.61849117278,13.9839799881,13.45405635834,13.276660346979998,12.842928886420001,12.52030773162,12.296732521060003,12.326825141899999,12.420674514800002,12.70042400362,13.239877891559999,13.332801342
R.Middle_P_s_y,249.7736663816,252.01211547840003,248.3118743896,246.40871276840002,246.79603881840004,248.300628662,250.93567504879996,249.0700286864,251.03240966799999,255.55907897939997,258.72481689459994,256.6287963868,236.05694580080004,233.5304260252,242.6695861816,245.10145568859997,239.1656951904,234.94205322279998,236.8257904054,240.4141021728,240.84052734360003,240.28148193379997,239.9885375976,239.3198883056,239.4097747802,239.25019226060004,238.85632629399998,239.3150146484,238.93533020019999,236.195550537,231.90134887679997,231.78733825679996,233.056549072,233.24112243660002,233.6109466552,233.4433380126,233.35010070799999,232.45086059559998,227.6139587402,225.17764892579999,225.234991455,224.46023254380003,224.362005615,224.20567016599998,224.61055297859997,224.36472778319998,223.51744995120004,223.33115234360002,222.5046142578,222.8038421632,223.109048462,221.56112670919998,221.41355133049998
R.Middle_P_s_z,89.96201744086,113.28724517840001,116.76741638200001,120.9051742554,125.7413940428,128.4151016236,128.1281204224,134.8765045166,139.713079834,140.264404297,137.63369140619997,121.6904800414,113.02275695799999,119.9226364138,118.57465820299998,117.874623108,117.814292908,129.5941696166,135.1138549802,136.224081421,136.19691467299998,136.18520202659997,136.4657135008,136.423132324,136.4658386232,135.9371307372,135.4788421632,135.4880859374,135.3485931396,134.558920288,133.2707946776,133.4784790038,134.2886566162,134.393222046,133.4805633544,133.050933838,136.4969604494,139.6605041504,139.1213165282,137.7945159914,137.82683105479998,136.39467773439998,136.23352661139998,136.39873962400003,136.9071441652,136.96541442899996,136.4805877686,136.376373291,136.90388183599998,137.9782470704,139.0687499998,140.81393737780002,141.512664795
R.Middle_P_e_x,-5.197052764880001,-10.588829135911999,-10.63010635376,-27.90796356202,-60.11905059816,-67.77475585938001,-67.23157043458,-61.60554122926,-56.481141662599995,-49.33345718382001,-25.11905288694,-8.323964214326,2.6875435471533997,19.45944442748,27.139183044419998,24.43072967528,40.90887908936,54.681988525399994,56.417848968499996,54.832369995140006,54.952302551260004,54.890277099600006,54.864480590819994,54.392597198500006,53.89555664062,52.93130111696,52.197751617419996,51.86492691042,51.6291786194,50.94213867186001,50.14438629152001,49.74831619264,51.966788482640005,53.21705169676001,51.77584609986,48.31609573364,47.746905517580004,51.80713043210001,52.77168350219999,53.982676696759995,53.838551330559994,50.69656372069999,49.42870178222,48.95661849974,49.00266418456,48.436694335940004,47.79682312012,47.24454193116,46.894560241700006,47.06968688964,47.40855712888,48.11701202393999,48.6306915283
R.Middle_P_e_y,247.45362854020004,262.5738464356,254.61493835460004,248.5743835452,244.79401245079998,232.9903411868,234.0273468016,236.54255371099998,242.03765258779998,247.064349365,246.1633514406,257.2527801512,247.58815917980004,238.61694641140002,240.31853637700002,243.18211975120002,241.89670410160002,236.016152954,236.11268310539998,238.24231567400003,237.61758117659997,236.3610900876,235.8265502928,235.3807556154,235.52453308120002,235.31148986820003,235.3199523924,236.05909118660003,235.71809387200005,232.9800598146,231.2597351076,230.9864349366,232.31276245119997,232.76674194320003,233.899584961,234.1254608154,233.2387145994,230.85884704580002,223.563772583,221.4696685792,223.1855041504,224.2851013182,224.3846832274,224.08881225579998,224.22072753920003,223.89673767080004,222.83959045400002,223.05614318839997,223.1095275878,223.88154602059998,223.893411255,221.60979309099997,221.0502929685
R.Middle_P_e_z,128.43222885164,162.7165557862,165.7250732422,170.11297607420002,172.55871887220002,156.7926605224,154.01965026879998,159.53724975580002,165.8162139894,170.26734619119998,171.9740356444,170.0463378906,162.0371917724,164.7056854246,157.6619384766,160.36684570300002,155.08978576660002,161.7262695312,165.2980255128,166.2783935546,165.8741180422,165.8677246094,166.4102966308,166.93853149420002,167.3498840332,167.0680114746,167.1497467044,167.303012085,166.99441833480003,166.4871429442,166.64606628439998,167.8125152588,167.526989746,166.27435302739997,165.941442871,168.0893341066,172.79816894540002,174.9085845948,173.8577239992,171.44639587400002,172.188192749,172.4138427734,172.8803741454,172.9894226076,173.27789306640003,173.46437988259999,173.28319702139999,173.49532470679998,174.3738586428,175.36278381360003,176.40511169439998,178.00016784660002,178.299346924
R.Middle_P_d_x,-0.00407790839678,-0.12623568922290002,-0.2430956363678,-0.2559537887574,-0.3812294661998,-0.7707063913344,-0.7947147250174,-0.8385110497475999,-0.8405771374701999,-0.7906185626983999,-0.6917329430582001,-0.21395189175388798,-0.13043958302581798,-0.45367941856399996,-0.6397731661794,-0.5492213249205999,-0.6714321136474,-0.7755755066872,-0.8057157516478,-0.8066228270529999,-0.8106527924536,-0.8093904376032001,-0.8052074193954001,-0.7973518967627999,-0.7919839739800001,-0.7881513476372,-0.7805662870408,-0.7787883758542,-0.7814988374712,-0.777007305622,-0.7556022167205999,-0.7390556216240001,-0.7579653143884,-0.7803038239478,-0.7709612131118,-0.7259814023971999,-0.7021066188812,-0.7217119097711999,-0.7274493098258,-0.7475495815276,-0.7374480485916001,-0.7076393604278001,-0.6952167749403999,-0.69635130167,-0.7007338643076,-0.698140180111,-0.6919175148009999,-0.6854702830313999,-0.6780153870582001,-0.6796096324922,-0.6807692170142,-0.6840840339659999,-0.6923367381095
R.Middle_P_d_y,0.045504659414399996,-0.20715941488720002,-0.12362910658126,-0.04247771948576,0.0392679661512,0.3002977371216,0.3316418707372,0.2457153230906,0.17642417550100004,0.1666165828704,0.24638200700299998,-0.012238883972300007,-0.2261745125056,-0.09976758584388001,0.046113758301345995,0.037646070495259996,-0.05356631726028001,-0.021067513339220002,0.013986967736862,0.0425976663828,0.06321522891522,0.07689501494167998,0.08163369596006001,0.07726259082556,0.07620556801558001,0.07725414335728001,0.06936284303664,0.06386204361916001,0.06310323476792,0.06306899115444001,0.012584687164048,0.01570900799706,0.014588713645919998,0.009304552711562,-0.005661384155984,-0.01337923333048,0.0021847401745700005,0.031225932762020004,0.0794408068061,0.07272874340416,0.040198873728520004,0.0034350432106277995,-0.00044480141950819986,0.0022920644027186,0.0076460800133639996,0.009179211780422001,0.01329561229798,0.005394060863176,-0.011864837352178002,-0.021138204634200002,-0.015384579077368,-0.0009545480832440004,0.007124989992005
R.Middle_P_d_z,-0.7545633345842001,-0.9695140600204001,-0.9602617144586001,-0.965167593956,-0.9182803273201999,-0.5566007256508,-0.5078394114972,-0.4836986660958001,-0.5119898021222,-0.5884810566902001,-0.6735554218294,-0.9484572887420001,-0.9613746047020001,-0.8783797740936,-0.7666623234748001,-0.833447253704,-0.7311257481578,-0.6302426218988,-0.5920357584952,-0.5894886732102,-0.582091999054,-0.5821963906287999,-0.5873364806178001,-0.5985324501992,-0.6057631611823999,-0.6106045365335999,-0.621196758747,-0.6240215063092001,-0.6207047700881999,-0.6262436866759999,-0.6546264648438,-0.6734316587447999,-0.651940369606,-0.6253201007842,-0.6366913318636,-0.6872471213342,-0.7120160222054,-0.6913598179816001,-0.681323802471,-0.6600517392158001,-0.6739676237108001,-0.7064839363096,-0.7187953948972,-0.7176938295366,-0.7133799791337999,-0.7158948898316,-0.7218505144117999,-0.7280552744862,-0.7349402785301999,-0.733264505863,-0.7323195695876,-0.7293749094008,-0.7215380966664999
R.Middle_I_s_x,-5.197052764880001,-10.588829135911999,-10.63010635376,-27.90796356202,-60.11905059816,-67.77475585938001,-67.23157043458,-61.60554122926,-56.481141662599995,-49.33345718382001,-25.11905288694,-8.323964214326,2.6875435471533997,19.45944442748,27.139183044419998,24.43072967528,40.90887908936,54.681988525399994,56.417848968499996,54.832369995140006,54.952302551260004,54.890277099600006,54.864480590819994,54.392597198500006,53.89555664062,52.93130111696,52.197751617419996,51.86492691042,51.6291786194,50.94213867186001,50.14438629152001,49.74831619264,51.966788482640005,53.21705169676001,51.77584609986,48.31609573364,47.746905517580004,51.80713043210001,52.77168350219999,53.982676696759995,53.838551330559994,50.69656372069999,49.42870178222,48.95661849974,49.00266418456,48.436694335940004,47.79682312012,47.24454193116,46.894560241700006,47.06968688964,47.40855712888,48.11701202393999,48.6306915283
R.Middle_I_s_y,247.45362854020004,262.5738464356,254.61493835460004,248.5743835452,244.79401245079998,232.9903411868,234.0273468016,236.54255371099998,242.03765258779998,247.064349365,246.1633514406,257.2527801512,247.58815917980004,238.61694641140002,240.31853637700002,243.18211975120002,241.89670410160002,236.016152954,236.11268310539998,238.24231567400003,237.61758117659997,236.3610900876,235.8265502928,235.3807556154,235.52453308120002,235.31148986820003,235.3199523924,236.05909118660003,235.71809387200005,232.9800598146,231.2597351076,230.9864349366,232.31276245119997,232.76674194320003,233.899584961,234.1254608154,233.2387145994,230.85884704580002,223.563772583,221.4696685792,223.1855041504,224.2851013182,224.3846832274,224.08881225579998,224.22072753920003,223.89673767080004,222.83959045400002,223.05614318839997,223.1095275878,223.88154602059998,223.893411255,221.60979309099997,221.0502929685
R.Middle_I_s_z,128.43222885164,162.7165557862,165.7250732422,170.11297607420002,172.55871887220002,156.7926605224,154.01965026879998,159.53724975580002,165.8162139894,170.26734619119998,171.9740356444,170.0463378906,162.0371917724,164.7056854246,157.6619384766,160.36684570300002,155.08978576660002,161.7262695312,165.2980255128,166.2783935546,165.8741180422,165.8677246094,166.4102966308,166.93853149420002,167.3498840332,167.0680114746,167.1497467044,167.303012085,166.99441833480003,166.4871429442,166.64606628439998,167.8125152588,167.526989746,166.27435302739997,165.941442871,168.0893341066,172.79816894540002,174.9085845948,173.8577239992,171.44639587400002,172.188192749,172.4138427734,172.8803741454,172.9894226076,173.27789306640003,173.46437988259999,173.28319702139999,173.49532470679998,174.3738586428,175.36278381360003,176.40511169439998,178.00016784660002,178.299346924
R.Middle_I_e_x,10.5642873763948,11.146945095052,15.561871147140002,-6.446302747716001,-32.690719604499996,-47.30510559084,-48.94100112914,-42.42446746828,-33.97164611816,-25.905528259279997,-3.273842382424,15.735658645620001,18.4317035675,45.163371276860005,53.67203521730001,50.8643295288,63.68202590942,76.47445983888,79.52935028078,77.9567626953,77.59335479735999,77.27682647706,77.294581604,77.26767730713999,77.01690216064,76.04535217286,75.7691696167,75.656489563,75.42849731445999,75.11074981688002,76.04835205078,76.54439086914,78.05767211912,78.32798156738,77.08563232422,75.13168640136,75.16581115722,78.45931243896,79.85616302492,81.05744018556,80.90327911378,78.04248504636,76.99948120116001,76.41372375488001,76.33021697998001,75.79170532228,75.34385986328,75.21553497314,75.26762084961999,75.49135437013999,75.79486389159999,76.42788696289999,76.6055221558
R.Middle_I_e_y,243.7326477052,258.76462097160004,247.6494964602,241.85431213379997,237.46429138199997,233.59444274900002,233.90565490720002,238.2891174316,242.6754608154,245.73668518059998,242.71506958,247.13684692400003,250.52303161640003,236.1416015626,232.147756958,234.14075317399997,238.9302032472,237.272756958,235.7547668458,235.91250305160003,235.3288848876,234.39580078139997,233.7783813476,233.297579956,233.25826110840003,232.83931274419996,232.68346862799999,233.2737243654,232.8371673582,230.3821472166,229.81719360339997,229.42195129400002,230.2005645752,230.411834717,231.1032867432,231.47493591320003,231.8667968748,230.3681304932,224.88561096179996,223.793499756,225.13555603039998,224.9926635744,224.62418212899996,224.47419128419997,224.4602722168,224.24336547860003,223.3193572998,223.02912597660003,222.62102355940002,223.1880767822,222.91287536599998,220.5654052736,219.78360748300003
R.Middle_I_e_z,153.419141006592,183.049685669,178.29647521980002,189.95726928699997,173.03301696780002,135.17034912100002,130.1579467772,136.4738098146,145.91511840820002,151.4660736084,152.2002471922,178.1098236084,187.3936065676,176.318823242,146.1929595946,149.2523712156,136.1248138428,141.03880920419996,146.07495727539998,147.1885070798,146.206121826,145.8764617918,146.47587585440002,147.5205261232,148.24569702140002,147.98059387220002,148.6545501708,149.112017822,148.828717041,148.7782348632,151.46864013660002,154.2400512694,152.7323303222,149.8864318848,149.9415496824,154.76108093279998,160.5235778808,160.9800598146,160.88166503920002,158.559841919,159.2174072268,159.9110198974,160.8596679686,160.715576172,160.71395568839998,160.9631134032,161.21627807600004,162.4466156006,164.4035888672,165.5432434082,166.5079956056,167.9008361816,167.321861267
R.Middle_I_d_x,-0.5240103304386,-0.7226378321648,-0.8707897186278,-0.713523256779,-0.9118935465811999,-0.6805423259734,-0.6080957174302,-0.6377017736436,-0.7483598232269999,-0.7788944482803999,-0.7262746334076,-0.7998959422114,-0.5234367311002001,-0.8545632123947999,-0.8821219205856,-0.8788222432136001,-0.757125222683,-0.7245213270188,-0.7683743953706,-0.7688030242918,-0.7527336359026,-0.744272363186,-0.7457202672958,-0.760514187813,-0.7687016606329999,-0.768458998203,-0.7836649417878,-0.790983879566,-0.791241788864,-0.8035194277761999,-0.8612138390542,-0.8908731698992,-0.8674281716348,-0.8348481178284001,-0.8414593935014001,-0.891522073746,-0.9115801930428,-0.8860893011094,-0.900461578369,-0.9001386523246,-0.8998047947884,-0.9091535687446,-0.916629397869,-0.9128499746322,-0.908542895317,-0.9094558000563998,-0.9158399820328,-0.9299349546432,-0.9433023452758,-0.9449182987214,-0.9437426447866001,-0.9412348985674001,-0.930062443018
R.Middle_I_d_y,0.12370958030240002,0.12664329856630002,0.23157605826839997,0.2234182775022,0.24368691742440002,-0.020084203686562004,0.004045816790308,-0.058066966384640005,-0.021204830240466,0.044140063971300006,0.11464296745831941,0.33631840646260003,-0.097573962015941,0.08229632191354,0.27164902985100003,0.30059295892699994,0.09862548671663998,-0.04177756458522,0.01189942825585,0.07745790481565999,0.07609092891215999,0.06533881276846,0.06809425503016,0.06925810277462,0.07534540146591999,0.082190990448,0.0876536116004,0.0926034256816,0.09578045010565998,0.08637125492096001,0.04795932397246,0.052013458311579996,0.07022299319507999,0.07829219549896001,0.09296686202290001,0.08812043368818,0.04561133980752,0.016314562410115998,-0.043946373090140003,-0.07725903987888,-0.06483220607041999,-0.023523901402980003,-0.007962478324757999,-0.012812466174352,-0.007963999733332,-0.011524128448194,-0.01595052368938,0.0008982253726559999,0.016241004317999998,0.0230553600937,0.03259929306806,0.03472214341162,0.04211273416875
R.Middle_I_d_z,-0.8307286620140001,-0.6760048985482001,-0.417954236269,-0.6597515940666001,-0.015768711268919988,0.7188641667368,0.793315923214,0.7667764902116001,0.6616399168968,0.6250747680662,0.657407295704,-0.26808189190914,-0.8430096745489999,-0.3860951006412,0.38130230307580004,0.36951634287819995,0.6305171072483999,0.6877836704253999,0.6390979886054,0.634670174122,0.6538902044296,0.6646376967432001,0.6627478480337999,0.6455788850784,0.6351455807688,0.6345879435538,0.6148988246916,0.6047851085664,0.6039442777634,0.5887575149536001,0.504594910145,0.4512356519698,0.4918692886832,0.5448394298556,0.5319389224054,0.4431165516376,0.40808609128000006,0.463073414564,0.4314073204994,0.4284316360952,0.43123193383220004,0.41567390561120005,0.39964530468000004,0.4080612361432,0.4177057564256,0.4156221747398,0.40118169784540003,0.367329853773,0.331475651264,0.32646442651740004,0.32904351949680005,0.3357665002346,0.3649619072675
R.Middle_D_s_x,10.5642873763948,11.146945095052,15.561871147140002,-6.446302747716001,-32.690719604499996,-47.30510559084,-48.94100112914,-42.42446746828,-33.97164611816,-25.905528259279997,-3.273842382424,15.735658645620001,18.4317035675,45.163371276860005,53.67203521730001,50.8643295288,63.68202590942,76.47445983888,79.52935028078,77.9567626953,77.59335479735999,77.27682647706,77.294581604,77.26767730713999,77.01690216064,76.04535217286,75.7691696167,75.656489563,75.42849731445999,75.11074981688002,76.04835205078,76.54439086914,78.05767211912,78.32798156738,77.08563232422,75.13168640136,75.16581115722,78.45931243896,79.85616302492,81.05744018556,80.90327911378,78.04248504636,76.99948120116001,76.41372375488001,76.33021697998001,75.79170532228,75.34385986328,75.21553497314,75.26762084961999,75.49135437013999,75.79486389159999,76.42788696289999,76.6055221558
R.Middle_D_s_y,243.7326477052,258.76462097160004,247.6494964602,241.85431213379997,237.46429138199997,233.59444274900002,233.90565490720002,238.2891174316,242.6754608154,245.73668518059998,242.71506958,247.13684692400003,250.52303161640003,236.1416015626,232.147756958,234.14075317399997,238.9302032472,237.272756958,235.7547668458,235.91250305160003,235.3288848876,234.39580078139997,233.7783813476,233.297579956,233.25826110840003,232.83931274419996,232.68346862799999,233.2737243654,232.8371673582,230.3821472166,229.81719360339997,229.42195129400002,230.2005645752,230.411834717,231.1032867432,231.47493591320003,231.8667968748,230.3681304932,224.88561096179996,223.793499756,225.13555603039998,224.9926635744,224.62418212899996,224.47419128419997,224.4602722168,224.24336547860003,223.3193572998,223.02912597660003,222.62102355940002,223.1880767822,222.91287536599998,220.5654052736,219.78360748300003
R.Middle_D_s_z,153.419141006592,183.049685669,178.29647521980002,189.95726928699997,173.03301696780002,135.17034912100002,130.1579467772,136.4738098146,145.91511840820002,151.4660736084,152.2002471922,178.1098236084,187.3936065676,176.318823242,146.1929595946,149.2523712156,136.1248138428,141.03880920419996,146.07495727539998,147.1885070798,146.206121826,145.8764617918,146.47587585440002,147.5205261232,148.24569702140002,147.98059387220002,148.6545501708,149.112017822,148.828717041,148.7782348632,151.46864013660002,154.2400512694,152.7323303222,149.8864318848,149.9415496824,154.76108093279998,160.5235778808,160.9800598146,160.88166503920002,158.559841919,159.2174072268,159.9110198974,160.8596679686,160.715576172,160.71395568839998,160.9631134032,161.21627807600004,162.4466156006,164.4035888672,165.5432434082,166.5079956056,167.9008361816,167.321861267
R.Middle_D_e_x,21.210728836068,26.939116668719997,34.013189697259996,7.7364894986192,-19.66984009744,-45.62495498656,-49.05058593748,-41.57838058470001,-30.64215736388,-23.41150627138,-3.7817164182659995,24.10566844942,28.836123275760002,62.14963531494,62.18838119508,60.86622314454,66.90994186399999,79.26405029298,83.40962677002001,81.59223175048,80.8416595459,80.27967529296,80.30926208496001,80.65276336669999,80.64250640870002,79.76170349121999,80.11592407226001,80.19983520508,80.00688018800001,80.2252670288,83.18954315186,84.8368652344,85.07451019286,84.0639038086,83.35641326904,83.55082397462,84.02669372559998,85.8765640259,87.926701355,90.11916046142001,89.78643341062,87.69317474364001,87.33236389160001,86.66893157956,86.39506988524,85.83920288086001,85.6757675171,86.2767227173,87.09902191162,87.50278625486001,87.71288452146,88.24592285156,87.74809265134999
